section,episode_view,symbol,event_family,side,scale,representation,field,metric,value,event_n,control_n,note
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,origin_disagreement_bars,mean_event_minus_control,0,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,origin_disagreement_bars,mean_event_minus_control,0,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,origin_disagreement_bars,mean_event_minus_control,0,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,origin_disagreement_bars,mean_event_minus_control,0,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,origin_disagreement_bars,equal_symbol_mean_contrast,0,4,,same_sign=0; max_abs_share=1.000000
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w4_displacement_atr,mean_event_minus_control,4.487850369,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w4_displacement_atr,mean_event_minus_control,-0.2782519613,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w4_displacement_atr,mean_event_minus_control,-0.3023557563,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w4_displacement_atr,mean_event_minus_control,1.182635686,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w4_displacement_atr,equal_symbol_mean_contrast,1.272469584,4,,same_sign=2; max_abs_share=0.717930
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w8_displacement_atr,mean_event_minus_control,1.416189051,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w8_displacement_atr,mean_event_minus_control,3.181835378,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w8_displacement_atr,mean_event_minus_control,1.169343199,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w8_displacement_atr,mean_event_minus_control,0.7300508774,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w8_displacement_atr,equal_symbol_mean_contrast,1.624354626,4,,same_sign=4; max_abs_share=0.489708
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_displacement_atr,mean_event_minus_control,3.326362273,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_displacement_atr,mean_event_minus_control,0.089999418,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_displacement_atr,mean_event_minus_control,2.946247214,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_displacement_atr,mean_event_minus_control,0.1655715169,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_displacement_atr,equal_symbol_mean_contrast,1.632045106,4,,same_sign=4; max_abs_share=0.509539
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w4_range_atr,mean_event_minus_control,1.827881821,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w4_range_atr,mean_event_minus_control,-0.000609754,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w4_range_atr,mean_event_minus_control,0.183208786,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w4_range_atr,mean_event_minus_control,0.875850191,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w4_range_atr,equal_symbol_mean_contrast,0.721582761,4,,same_sign=3; max_abs_share=0.633022
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w8_range_atr,mean_event_minus_control,0.652083642,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w8_range_atr,mean_event_minus_control,1.994453202,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w8_range_atr,mean_event_minus_control,0.867724064,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w8_range_atr,mean_event_minus_control,0.7488261998,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w8_range_atr,equal_symbol_mean_contrast,1.065771777,4,,same_sign=4; max_abs_share=0.467842
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_range_atr,mean_event_minus_control,-1.698931449,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_range_atr,mean_event_minus_control,2.418224729,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_range_atr,mean_event_minus_control,1.553334182,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_range_atr,mean_event_minus_control,0.8072926915,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_range_atr,equal_symbol_mean_contrast,0.7699800383,4,,same_sign=3; max_abs_share=0.373311
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,displacement_atr,mean_event_minus_control,3.323702662,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,displacement_atr,mean_event_minus_control,0.8797617002,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,displacement_atr,mean_event_minus_control,-0.1918702731,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,displacement_atr,mean_event_minus_control,0.1060888259,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,displacement_atr,equal_symbol_mean_contrast,1.029420729,4,,same_sign=3; max_abs_share=0.738367
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,range_atr,mean_event_minus_control,2.741368193,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,range_atr,mean_event_minus_control,0.01070687,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,range_atr,mean_event_minus_control,-0.1131591878,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,range_atr,mean_event_minus_control,0.3470791957,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,range_atr,equal_symbol_mean_contrast,0.7464987677,4,,same_sign=3; max_abs_share=0.853394
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,efficiency,mean_event_minus_control,0.4360045059,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,efficiency,mean_event_minus_control,0.4076551468,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,efficiency,mean_event_minus_control,-0.163154949,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,efficiency,mean_event_minus_control,0.05417297527,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,efficiency,equal_symbol_mean_contrast,0.1836694197,4,,same_sign=3; max_abs_share=0.410942
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,close_location,mean_event_minus_control,0.6274026032,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,close_location,mean_event_minus_control,0.351502324,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,close_location,mean_event_minus_control,-0.2625709615,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,close_location,mean_event_minus_control,0.1188182915,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,close_location,equal_symbol_mean_contrast,0.2087880643,4,,same_sign=3; max_abs_share=0.461226
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,mean_event_minus_control,1.082632713,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,mean_event_minus_control,0.8797617002,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,mean_event_minus_control,-0.3383653619,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,mean_event_minus_control,0.05467839988,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,equal_symbol_mean_contrast,0.4196768628,4,,same_sign=3; max_abs_share=0.459631
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,age_bars,mean_event_minus_control,4,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,age_bars,mean_event_minus_control,1,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,age_bars,mean_event_minus_control,0.2857142857,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,age_bars,mean_event_minus_control,0.25,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,age_bars,equal_symbol_mean_contrast,1.383928571,4,,same_sign=4; max_abs_share=0.722581
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,mean_event_minus_control,4,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,mean_event_minus_control,1,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,mean_event_minus_control,0.2857142857,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,mean_event_minus_control,0.25,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,equal_symbol_mean_contrast,1.383928571,4,,same_sign=4; max_abs_share=0.722581
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,4.487850369,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,-0.2782519613,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,-0.3023557563,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,1.182635686,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,equal_symbol_mean_contrast,1.272469584,4,,same_sign=2; max_abs_share=0.717930
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,1.416189051,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,3.181835378,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,1.169343199,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,0.7300508774,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,equal_symbol_mean_contrast,1.624354626,4,,same_sign=4; max_abs_share=0.489708
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,3.326362273,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,0.089999418,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,2.946247214,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,0.1655715169,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,equal_symbol_mean_contrast,1.632045106,4,,same_sign=4; max_abs_share=0.509539
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,1.827881821,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,-0.000609754,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,0.183208786,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,0.875850191,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,equal_symbol_mean_contrast,0.721582761,4,,same_sign=3; max_abs_share=0.633022
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,0.652083642,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,1.994453202,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,0.867724064,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,0.7488261998,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,equal_symbol_mean_contrast,1.065771777,4,,same_sign=4; max_abs_share=0.467842
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,-1.698931449,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,2.418224729,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,1.553334182,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,0.8072926915,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,equal_symbol_mean_contrast,0.7699800383,4,,same_sign=3; max_abs_share=0.373311
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,displacement_atr,mean_event_minus_control,-0.378927544,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,displacement_atr,mean_event_minus_control,0.637220733,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,displacement_atr,mean_event_minus_control,0.5228814443,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,displacement_atr,mean_event_minus_control,0.48241569,3,3,invalid_or_unmatched=46; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,displacement_atr,equal_symbol_mean_contrast,0.3158975808,4,,same_sign=3; max_abs_share=0.315230
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,range_atr,mean_event_minus_control,0.179303079,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,range_atr,mean_event_minus_control,0.780421495,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,range_atr,mean_event_minus_control,0.9631475401,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,range_atr,mean_event_minus_control,0.7656654237,3,3,invalid_or_unmatched=46; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,range_atr,equal_symbol_mean_contrast,0.6721343845,4,,same_sign=4; max_abs_share=0.358242
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,efficiency,mean_event_minus_control,0.0278896521,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,efficiency,mean_event_minus_control,0.1404219599,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,efficiency,mean_event_minus_control,-0.001889910671,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,efficiency,mean_event_minus_control,0.05130416333,3,3,invalid_or_unmatched=46; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,efficiency,equal_symbol_mean_contrast,0.05443146617,4,,same_sign=3; max_abs_share=0.633943
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,close_location,mean_event_minus_control,0.342515781,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,close_location,mean_event_minus_control,0.2016625947,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,close_location,mean_event_minus_control,-0.1018172849,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,close_location,mean_event_minus_control,0.0970119973,3,3,invalid_or_unmatched=46; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,close_location,equal_symbol_mean_contrast,0.134843272,4,,same_sign=3; max_abs_share=0.460986
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,recent_slope_atr,mean_event_minus_control,0.9708952189,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,recent_slope_atr,mean_event_minus_control,-0.0927506537,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,recent_slope_atr,mean_event_minus_control,-0.1389832029,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,recent_slope_atr,mean_event_minus_control,0.5953985181,3,3,invalid_or_unmatched=46; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,recent_slope_atr,equal_symbol_mean_contrast,0.3336399701,4,,same_sign=2; max_abs_share=0.539978
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,age_bars,mean_event_minus_control,-6,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,age_bars,mean_event_minus_control,-5,1,1,invalid_or_unmatched=41; total=42
