section,episode_view,symbol,event_family,side,scale,representation,field,metric,value,event_n,control_n,note
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,recent_slope_atr,mean_event_minus_control,-0.005542592178,11,11,invalid_or_unmatched=43; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,recent_slope_atr,mean_event_minus_control,0.4910219987,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,recent_slope_atr,mean_event_minus_control,-0.4067354566,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,recent_slope_atr,equal_symbol_mean_contrast,0.06301393097,4,,same_sign=2; max_abs_share=0.456081
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,age_bars,mean_event_minus_control,-2.5,12,12,invalid_or_unmatched=33; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,age_bars,mean_event_minus_control,0.8181818182,11,11,invalid_or_unmatched=43; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,age_bars,mean_event_minus_control,2,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,age_bars,mean_event_minus_control,1,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,age_bars,equal_symbol_mean_contrast,0.3295454545,4,,same_sign=3; max_abs_share=0.395683
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,origin_disagreement_bars,mean_event_minus_control,-2.5,12,12,invalid_or_unmatched=33; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,origin_disagreement_bars,mean_event_minus_control,0.8181818182,11,11,invalid_or_unmatched=43; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,origin_disagreement_bars,mean_event_minus_control,2,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,origin_disagreement_bars,mean_event_minus_control,1,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,origin_disagreement_bars,equal_symbol_mean_contrast,0.3295454545,4,,same_sign=3; max_abs_share=0.395683
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w4_displacement_atr,mean_event_minus_control,0.4935037524,12,12,invalid_or_unmatched=33; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w4_displacement_atr,mean_event_minus_control,-0.05641611672,11,11,invalid_or_unmatched=43; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w4_displacement_atr,mean_event_minus_control,1.094979576,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w4_displacement_atr,mean_event_minus_control,-1.068862452,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w4_displacement_atr,equal_symbol_mean_contrast,0.1158011899,4,,same_sign=2; max_abs_share=0.403491
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w8_displacement_atr,mean_event_minus_control,0.6653125151,12,12,invalid_or_unmatched=33; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w8_displacement_atr,mean_event_minus_control,0.4011274244,11,11,invalid_or_unmatched=43; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w8_displacement_atr,mean_event_minus_control,1.788923264,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w8_displacement_atr,mean_event_minus_control,-0.410339502,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w8_displacement_atr,equal_symbol_mean_contrast,0.6112559253,4,,same_sign=3; max_abs_share=0.547791
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w32_displacement_atr,mean_event_minus_control,0.5283195203,12,12,invalid_or_unmatched=33; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w32_displacement_atr,mean_event_minus_control,-0.5706714574,11,11,invalid_or_unmatched=43; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w32_displacement_atr,mean_event_minus_control,2.097202192,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w32_displacement_atr,mean_event_minus_control,2.05089116,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w32_displacement_atr,equal_symbol_mean_contrast,1.026435354,4,,same_sign=3; max_abs_share=0.399689
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w4_range_atr,mean_event_minus_control,0.05689795386,12,12,invalid_or_unmatched=33; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w4_range_atr,mean_event_minus_control,0.3358112126,11,11,invalid_or_unmatched=43; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w4_range_atr,mean_event_minus_control,1.029133223,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w4_range_atr,mean_event_minus_control,-0.408190136,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w4_range_atr,equal_symbol_mean_contrast,0.2534130634,4,,same_sign=3; max_abs_share=0.562358
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w8_range_atr,mean_event_minus_control,0.2046443888,12,12,invalid_or_unmatched=33; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w8_range_atr,mean_event_minus_control,0.8050819025,11,11,invalid_or_unmatched=43; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w8_range_atr,mean_event_minus_control,1.160740926,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w8_range_atr,mean_event_minus_control,-0.095692558,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w8_range_atr,equal_symbol_mean_contrast,0.5186936649,4,,same_sign=3; max_abs_share=0.512206
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w32_range_atr,mean_event_minus_control,-0.6531305629,12,12,invalid_or_unmatched=33; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w32_range_atr,mean_event_minus_control,0.9123751569,11,11,invalid_or_unmatched=43; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w32_range_atr,mean_event_minus_control,-2.254356675,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w32_range_atr,mean_event_minus_control,-0.046520303,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,CONFIRMED_DIRECTION_CHANGE,w32_range_atr,equal_symbol_mean_contrast,-0.5104080959,4,,same_sign=3; max_abs_share=0.583066
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,displacement_atr,mean_event_minus_control,0.1353563825,10,10,invalid_or_unmatched=35; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,displacement_atr,mean_event_minus_control,0.7577806503,8,8,invalid_or_unmatched=45; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,displacement_atr,mean_event_minus_control,1.412599212,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,displacement_atr,mean_event_minus_control,0.1931469246,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,displacement_atr,equal_symbol_mean_contrast,0.6247207922,4,,same_sign=4; max_abs_share=0.565292
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,range_atr,mean_event_minus_control,0.0093651929,10,10,invalid_or_unmatched=35; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,range_atr,mean_event_minus_control,1.442742674,8,8,invalid_or_unmatched=45; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,range_atr,mean_event_minus_control,1.379504351,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,range_atr,mean_event_minus_control,-0.06261064072,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,range_atr,equal_symbol_mean_contrast,0.6922503942,4,,same_sign=3; max_abs_share=0.498491
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,efficiency,mean_event_minus_control,0.04971886046,10,10,invalid_or_unmatched=35; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,efficiency,mean_event_minus_control,0.2071684452,8,8,invalid_or_unmatched=45; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,efficiency,mean_event_minus_control,0.3979661448,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,efficiency,mean_event_minus_control,0.01543263033,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,efficiency,equal_symbol_mean_contrast,0.1675715202,4,,same_sign=4; max_abs_share=0.593726
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,close_location,mean_event_minus_control,0.05074587216,10,10,invalid_or_unmatched=35; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,close_location,mean_event_minus_control,0.1611805239,8,8,invalid_or_unmatched=45; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,close_location,mean_event_minus_control,0.6667136962,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,close_location,mean_event_minus_control,0.04166335542,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,close_location,equal_symbol_mean_contrast,0.2300758619,4,,same_sign=4; max_abs_share=0.724450
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,recent_slope_atr,mean_event_minus_control,-0.05049826534,10,10,invalid_or_unmatched=35; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,recent_slope_atr,mean_event_minus_control,0.4661786489,8,8,invalid_or_unmatched=45; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,recent_slope_atr,mean_event_minus_control,0.7798994088,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,recent_slope_atr,mean_event_minus_control,0.04649782025,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,recent_slope_atr,equal_symbol_mean_contrast,0.3105194032,4,,same_sign=3; max_abs_share=0.580682
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,age_bars,mean_event_minus_control,0.5,10,10,invalid_or_unmatched=35; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,age_bars,mean_event_minus_control,0.75,8,8,invalid_or_unmatched=45; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,age_bars,mean_event_minus_control,2,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,age_bars,mean_event_minus_control,0,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,age_bars,equal_symbol_mean_contrast,0.8125,4,,same_sign=3; max_abs_share=0.615385
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,origin_disagreement_bars,mean_event_minus_control,0.5,10,10,invalid_or_unmatched=35; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,origin_disagreement_bars,mean_event_minus_control,0.75,8,8,invalid_or_unmatched=45; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,origin_disagreement_bars,mean_event_minus_control,2,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,origin_disagreement_bars,mean_event_minus_control,0,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,origin_disagreement_bars,equal_symbol_mean_contrast,0.8125,4,,same_sign=3; max_abs_share=0.615385
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w4_displacement_atr,mean_event_minus_control,0.6973071896,10,10,invalid_or_unmatched=35; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w4_displacement_atr,mean_event_minus_control,0.03229290012,8,8,invalid_or_unmatched=45; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w4_displacement_atr,mean_event_minus_control,1.094979576,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w4_displacement_atr,mean_event_minus_control,-1.068862452,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w4_displacement_atr,equal_symbol_mean_contrast,0.1889293035,4,,same_sign=3; max_abs_share=0.378435
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w8_displacement_atr,mean_event_minus_control,0.864723729,10,10,invalid_or_unmatched=35; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w8_displacement_atr,mean_event_minus_control,0.7136389538,8,8,invalid_or_unmatched=45; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w8_displacement_atr,mean_event_minus_control,1.788923264,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w8_displacement_atr,mean_event_minus_control,-0.410339502,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w8_displacement_atr,equal_symbol_mean_contrast,0.7392366111,4,,same_sign=3; max_abs_share=0.473558
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w32_displacement_atr,mean_event_minus_control,1.312038131,10,10,invalid_or_unmatched=35; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w32_displacement_atr,mean_event_minus_control,-0.3758235835,8,8,invalid_or_unmatched=45; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w32_displacement_atr,mean_event_minus_control,2.097202192,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w32_displacement_atr,mean_event_minus_control,2.05089116,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w32_displacement_atr,equal_symbol_mean_contrast,1.271076975,4,,same_sign=3; max_abs_share=0.359359
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w4_range_atr,mean_event_minus_control,0.1102652569,10,10,invalid_or_unmatched=35; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w4_range_atr,mean_event_minus_control,0.499554306,8,8,invalid_or_unmatched=45; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w4_range_atr,mean_event_minus_control,1.029133223,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w4_range_atr,mean_event_minus_control,-0.408190136,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w4_range_atr,equal_symbol_mean_contrast,0.3076906625,4,,same_sign=3; max_abs_share=0.502717
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w8_range_atr,mean_event_minus_control,0.2577898062,10,10,invalid_or_unmatched=35; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w8_range_atr,mean_event_minus_control,0.918420018,8,8,invalid_or_unmatched=45; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w8_range_atr,mean_event_minus_control,1.160740926,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w8_range_atr,mean_event_minus_control,-0.095692558,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w8_range_atr,equal_symbol_mean_contrast,0.5603145482,4,,same_sign=3; max_abs_share=0.477152
event_control,24H,BTCUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w32_range_atr,mean_event_minus_control,-0.955921589,10,10,invalid_or_unmatched=35; total=45
event_control,24H,ETHUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w32_range_atr,mean_event_minus_control,1.214618227,8,8,invalid_or_unmatched=45; total=55
event_control,24H,SOLUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w32_range_atr,mean_event_minus_control,-2.254356675,4,4,invalid_or_unmatched=51; total=55
event_control,24H,XRPUSDT,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w32_range_atr,mean_event_minus_control,-0.046520303,6,6,invalid_or_unmatched=53; total=59
transfer_view,24H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_LOW,1H,HYBRID_ORIGIN,w32_range_atr,equal_symbol_mean_contrast,-0.510545085,4,,same_sign=3; max_abs_share=0.504171
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,displacement_atr,mean_event_minus_control,1.416189051,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,displacement_atr,mean_event_minus_control,3.181835378,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,displacement_atr,mean_event_minus_control,1.169343199,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,displacement_atr,mean_event_minus_control,0.7300508774,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,displacement_atr,equal_symbol_mean_contrast,1.624354626,4,,same_sign=4; max_abs_share=0.489708
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,range_atr,mean_event_minus_control,0.652083642,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,range_atr,mean_event_minus_control,1.994453202,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,range_atr,mean_event_minus_control,0.867724064,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,range_atr,mean_event_minus_control,0.7488261998,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,range_atr,equal_symbol_mean_contrast,1.065771777,4,,same_sign=4; max_abs_share=0.467842
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,efficiency,mean_event_minus_control,0.1185208239,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,efficiency,mean_event_minus_control,0.3287768096,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,efficiency,mean_event_minus_control,0.1276199655,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,efficiency,mean_event_minus_control,0.04137554497,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,efficiency,equal_symbol_mean_contrast,0.154073286,4,,same_sign=4; max_abs_share=0.533475
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,close_location,mean_event_minus_control,0.3919982883,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,close_location,mean_event_minus_control,0.2814690494,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,close_location,mean_event_minus_control,-0.1006685349,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,close_location,mean_event_minus_control,0.1221992291,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,close_location,equal_symbol_mean_contrast,0.173749508,4,,same_sign=3; max_abs_share=0.437335
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,recent_slope_atr,mean_event_minus_control,1.495950123,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,recent_slope_atr,mean_event_minus_control,-0.0927506537,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,recent_slope_atr,mean_event_minus_control,-0.1007852521,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,recent_slope_atr,mean_event_minus_control,0.3942118952,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,recent_slope_atr,equal_symbol_mean_contrast,0.4241565282,4,,same_sign=2; max_abs_share=0.717930
event_control,24H,BTCUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,age_bars,mean_event_minus_control,0,1,1,invalid_or_unmatched=45; total=46
event_control,24H,ETHUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,age_bars,mean_event_minus_control,0,1,1,invalid_or_unmatched=41; total=42
event_control,24H,SOLUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,age_bars,mean_event_minus_control,0,7,7,invalid_or_unmatched=31; total=38
event_control,24H,XRPUSDT,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,age_bars,mean_event_minus_control,0,4,4,invalid_or_unmatched=45; total=49
transfer_view,24H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_HIGH|OI_CONTRACTION_SHOCK,15m,FIXED_8,age_bars,equal_symbol_mean_contrast,0,4,,same_sign=0; max_abs_share=1.000000
