scope,exit_variant,cost_mult,trades,sample_flag,profit_factor,total_return,max_drawdown,win_rate,average_trade,median_trade,median_mfe_capture,good_entry_bad_exit_share,top1_profit_share,return_without_top1,long_pf,short_pf,pf_cost_x2,pf_cost_x3
2024-Q3,EXIT_R0,1.0,7,OK,3.0739015039852156,0.12455447192438096,-0.04981007602587184,0.42857142857142855,0.01804092114802714,-0.010297210160155479,-0.07638357022787454,0.14285714285714285,0.5747950014962661,0.015316643652012463,10.374614114154372,1.5753264701996785,2.60356383258134,2.2282265490844453
2024-Q3,EXIT_R2,1.0,7,OK,0.7743690644763971,-0.02328690744370676,-0.08762680277146129,0.5714285714285714,-0.002892859805920461,0.0015491645184807171,0.08565519492339065,0.0,0.7267607461037193,-0.07024750275373659,0.08404515490072123,0.9527923290102964,0.643967923029608,0.5454037361517537
2024-Q3,EXIT_R5,1.0,7,OK,2.1673412111096644,0.04114677277751211,-0.03586645072122174,0.7142857142857143,0.006025753161922013,0.002061072773150309,0.14140498396473603,0.0,0.64495199688503,-0.008911809038755214,0.14938188711334208,2.9796354847585693,1.694361099639572,1.2856275450323322
2024-Q4 to 2024-12-19,EXIT_R0,1.0,5,OK,22.817787575086136,2.0690281591897746,-0.06559409641178204,0.6,0.2905468206743224,0.17662742106470938,0.5530765347818704,0.0,0.47108108648437846,0.7887672958846237,22.817787575086136,0.0,21.439713513730197,20.20945221268962
2024-Q4 to 2024-12-19,EXIT_R2,1.0,5,OK,1.5768881414061184,0.05527971178954538,-0.10466995243610033,0.6,0.012399067056780283,0.040827162396159127,0.37485752665499317,0.0,0.49062463578924825,-0.025723091642414708,1.5768881414061184,0.0,1.466471932083514,1.3637059110953784
2024-Q4 to 2024-12-19,EXIT_R5,1.0,5,OK,3.6607324003101347,0.17442318539120172,-0.06559409641178193,0.6,0.035432893317654195,0.02227151893715275,0.3790324250669919,0.0,0.7219958488643725,-0.001328935069993209,3.6607324003101347,0.0,3.3682768701140917,3.1071902339419557
2025-Q2 to research_end,EXIT_R0,1.0,11,OK,0.19127686889979398,-0.1499413267605062,-0.15359502307222128,0.2727272727272727,-0.01446071544204939,-0.012601570767621756,-0.7439920184573091,0.0,0.5860279581863588,-0.1682788689328153,0.06709049739633968,0.2823540928734128,0.14867766946122363,0.11203926200371907
2025-Q2 to research_end,EXIT_R2,1.0,11,OK,1.365695173626642,0.06306480253066438,-0.18085143425136174,0.2727272727272727,0.007950002976021487,-0.025521209848985045,-1.1507345344673932,0.0,0.49029411094325226,-0.08366125523036727,0.13281787126729824,2.731030303301711,1.2565323114534048,1.160253173595477
2025-Q2 to research_end,EXIT_R5,1.0,11,OK,0.6301028992361258,-0.07696801565768674,-0.14424618452154503,0.2727272727272727,-0.006614101305237281,-0.012601570767621756,-0.7439920184573091,0.0,0.744297450397165,-0.15492185009995885,0.20055803961810925,0.9451274298067655,0.5544922197039875,0.48946154022297783
ALL_RESEARCH,EXIT_R0,1.0,76,OK,3.082734692918093,4.390690254426118,-0.20737853924960614,0.35526315789473684,0.02779255059451242,-0.010346072618803225,-0.40050325202166304,0.13157894736842105,0.22892879782364087,2.1419361208816925,3.8953759197461006,2.251960823982698,2.7607520026601944,2.490351487752419
ALL_RESEARCH,EXIT_R2,1.0,76,OK,1.7089856564611754,0.9265728987758939,-0.18085143425136163,0.5131578947368421,0.00999530746528361,0.0012225619906397502,0.08855557884818804,0.0,0.09236833204128317,0.6478616116914822,0.9529755115634445,2.967975292164657,1.5297648402949335,1.370910216608415
ALL_RESEARCH,EXIT_R5,1.0,76,OK,1.8265679202602012,0.85703172786134,-0.14424618452154492,0.5131578947368421,0.009122432289554724,0.0018051186458155131,0.14140498396473603,0.0,0.1148673457076467,0.5791274187543711,1.2697384789108248,2.6034767512822787,1.5927390404000088,1.3917204871104256
