timeframe,model,state,start_pos,end_pos,duration_bars
1H,BACKBONE_A,TRANSITION,1891,1891,1
1H,BACKBONE_A,LOST,1892,1892,1
1H,BACKBONE_A,FLATTENING,1893,1893,1
1H,BACKBONE_A,ACTIVE,1894,2117,224
1H,BACKBONE_A,FLATTENING,2118,2119,2
1H,BACKBONE_A,LOST,2120,2122,3
1H,BACKBONE_A,TRANSITION,2123,2123,1
1H,BACKBONE_A,ACTIVE,2124,2315,192
1H,BACKBONE_A,TRANSITION,2316,2316,1
1H,BACKBONE_A,LOST,2317,2317,1
1H,BACKBONE_A,FLATTENING,2318,2318,1
1H,BACKBONE_A,ACTIVE,2319,2343,25
1H,BACKBONE_A,TRANSITION,2344,2344,1
1H,BACKBONE_A,LOST,2345,2346,2
1H,BACKBONE_A,FLATTENING,2347,2347,1
1H,BACKBONE_A,ACTIVE,2348,2413,66
1H,BACKBONE_A,FLATTENING,2414,2414,1
1H,BACKBONE_A,TRANSITION,2415,2415,1
1H,BACKBONE_A,ACTIVE,2416,3008,593
1H,BACKBONE_A,FLATTENING,3009,3010,2
1H,BACKBONE_A,LOST,3011,3018,8
1H,BACKBONE_A,TRANSITION,3019,3019,1
1H,BACKBONE_A,ACTIVE,3020,3036,17
1H,BACKBONE_A,TRANSITION,3037,3037,1
1H,BACKBONE_A,LOST,3038,3041,4
1H,BACKBONE_A,FLATTENING,3042,3042,1
1H,BACKBONE_A,ACTIVE,3043,3095,53
1H,BACKBONE_A,FLATTENING,3096,3096,1
1H,BACKBONE_A,LOST,3097,3097,1
1H,BACKBONE_A,TRANSITION,3098,3098,1
1H,BACKBONE_A,ACTIVE,3099,3118,20
1H,BACKBONE_A,TRANSITION,3119,3119,1
1H,BACKBONE_A,LOST,3120,3123,4
1H,BACKBONE_A,FLATTENING,3124,3125,2
1H,BACKBONE_A,ACTIVE,3126,3192,67
1H,BACKBONE_A,TRANSITION,3193,3193,1
1H,BACKBONE_A,LOST,3194,3194,1
1H,BACKBONE_A,FLATTENING,3195,3195,1
1H,BACKBONE_A,ACTIVE,3196,3212,17
1H,BACKBONE_A,TRANSITION,3213,3213,1
1H,BACKBONE_A,LOST,3214,3216,3
1H,BACKBONE_A,FLATTENING,3217,3218,2
1H,BACKBONE_A,ACTIVE,3219,3327,109
1H,BACKBONE_A,FLATTENING,3328,3329,2
1H,BACKBONE_A,TRANSITION,3330,3330,1
1H,BACKBONE_A,FLATTENING,3331,3331,1
1H,BACKBONE_A,ACTIVE,3332,3360,29
1H,BACKBONE_A,TRANSITION,3361,3361,1
1H,BACKBONE_A,LOST,3362,3364,3
1H,BACKBONE_A,FLATTENING,3365,3366,2
1H,BACKBONE_A,ACTIVE,3367,3388,22
1H,BACKBONE_A,TRANSITION,3389,3389,1
1H,BACKBONE_A,LOST,3390,3391,2
1H,BACKBONE_A,FLATTENING,3392,3392,1
1H,BACKBONE_A,ACTIVE,3393,3429,37
1H,BACKBONE_A,FLATTENING,3430,3430,1
1H,BACKBONE_A,TRANSITION,3431,3431,1
1H,BACKBONE_A,ACTIVE,3432,3822,391
1H,BACKBONE_A,FLATTENING,3823,3824,2
1H,BACKBONE_A,TRANSITION,3825,3825,1
1H,BACKBONE_A,ACTIVE,3826,3840,15
1H,BACKBONE_A,TRANSITION,3841,3841,1
1H,BACKBONE_A,LOST,3842,3845,4
1H,BACKBONE_A,FLATTENING,3846,3847,2
1H,BACKBONE_A,ACTIVE,3848,3863,16
1H,BACKBONE_A,TRANSITION,3864,3864,1
1H,BACKBONE_A,LOST,3865,3868,4
1H,BACKBONE_A,FLATTENING,3869,3870,2
1H,BACKBONE_A,ACTIVE,3871,3873,3
1H,BACKBONE_A,TRANSITION,3874,3874,1
1H,BACKBONE_A,LOST,3875,3880,6
1H,BACKBONE_A,FLATTENING,3881,3882,2
1H,BACKBONE_A,ACTIVE,3883,4033,151
1H,BACKBONE_A,FLATTENING,4034,4034,1
1H,BACKBONE_A,TRANSITION,4035,4035,1
1H,BACKBONE_A,ACTIVE,4036,4043,8
1H,BACKBONE_A,TRANSITION,4044,4044,1
1H,BACKBONE_A,LOST,4045,4048,4
1H,BACKBONE_A,FLATTENING,4049,4049,1
1H,BACKBONE_A,ACTIVE,4050,4097,48
1H,BACKBONE_A,FLATTENING,4098,4099,2
1H,BACKBONE_A,LOST,4100,4102,3
1H,BACKBONE_A,TRANSITION,4103,4103,1
1H,BACKBONE_A,ACTIVE,4104,4175,72
1H,BACKBONE_A,TRANSITION,4176,4176,1
1H,BACKBONE_A,LOST,4177,4177,1
1H,BACKBONE_A,ACTIVE,4178,4211,34
1H,BACKBONE_A,TRANSITION,4212,4212,1
1H,BACKBONE_A,ACTIVE,4213,4396,184
1H,BACKBONE_A,TRANSITION,4397,4397,1
1H,BACKBONE_A,LOST,4398,4399,2
1H,BACKBONE_A,ACTIVE,4400,4452,53
1H,BACKBONE_A,FLATTENING,4453,4453,1
1H,BACKBONE_A,LOST,4454,4463,10
1H,BACKBONE_A,TRANSITION,4464,4464,1
1H,BACKBONE_A,ACTIVE,4465,4807,343
1H,BACKBONE_A,TRANSITION,4808,4808,1
1H,BACKBONE_A,FLATTENING,4809,4809,1
1H,BACKBONE_A,ACTIVE,4810,4902,93
1H,BACKBONE_A,FLATTENING,4903,4904,2
1H,BACKBONE_A,LOST,4905,4905,1
1H,BACKBONE_A,TRANSITION,4906,4906,1
1H,BACKBONE_A,ACTIVE,4907,4920,14
1H,BACKBONE_A,TRANSITION,4921,4921,1
1H,BACKBONE_A,LOST,4922,4926,5
1H,BACKBONE_A,FLATTENING,4927,4927,1
1H,BACKBONE_A,ACTIVE,4928,4988,61
1H,BACKBONE_A,FLATTENING,4989,4990,2
1H,BACKBONE_A,LOST,4991,4991,1
1H,BACKBONE_A,TRANSITION,4992,4992,1
1H,BACKBONE_A,ACTIVE,4993,5070,78
1H,BACKBONE_A,TRANSITION,5071,5071,1
1H,BACKBONE_A,LOST,5072,5072,1
1H,BACKBONE_A,FLATTENING,5073,5073,1
1H,BACKBONE_A,ACTIVE,5074,5396,323
1H,BACKBONE_A,FLATTENING,5397,5397,1
1H,BACKBONE_A,LOST,5398,5400,3
1H,BACKBONE_A,TRANSITION,5401,5401,1
1H,BACKBONE_A,ACTIVE,5402,5408,7
1H,BACKBONE_A,TRANSITION,5409,5409,1
1H,BACKBONE_A,LOST,5410,5415,6
1H,BACKBONE_A,TRANSITION,5416,5416,1
1H,BACKBONE_A,ACTIVE,5417,5417,1
1H,BACKBONE_A,TRANSITION,5418,5418,1
1H,BACKBONE_A,LOST,5419,5422,4
1H,BACKBONE_A,TRANSITION,5423,5423,1
1H,BACKBONE_A,FLATTENING,5424,5430,7
1H,BACKBONE_A,ACTIVE,5431,5476,46
1H,BACKBONE_A,FLATTENING,5477,5478,2
1H,BACKBONE_A,LOST,5479,5488,10
1H,BACKBONE_A,FLATTENING,5489,5492,4
1H,BACKBONE_A,ACTIVE,5493,5513,21
1H,BACKBONE_A,TRANSITION,5514,5514,1
1H,BACKBONE_A,LOST,5515,5515,1
1H,BACKBONE_A,FLATTENING,5516,5516,1
1H,BACKBONE_A,ACTIVE,5517,5726,210
1H,BACKBONE_A,FLATTENING,5727,5728,2
1H,BACKBONE_A,LOST,5729,5729,1
1H,BACKBONE_A,FLATTENING,5730,5730,1
1H,BACKBONE_A,ACTIVE,5731,5832,102
1H,BACKBONE_A,TRANSITION,5833,5833,1
1H,BACKBONE_A,FLATTENING,5834,5835,2
1H,BACKBONE_A,ACTIVE,5836,5840,5
1H,BACKBONE_A,TRANSITION,5841,5841,1
1H,BACKBONE_A,LOST,5842,5846,5
1H,BACKBONE_A,FLATTENING,5847,5847,1
1H,BACKBONE_A,ACTIVE,5848,5935,88
1H,BACKBONE_A,TRANSITION,5936,5936,1
1H,BACKBONE_A,LOST,5937,5937,1
1H,BACKBONE_A,ACTIVE,5938,6183,246
1H,BACKBONE_A,FLATTENING,6184,6184,1
1H,BACKBONE_A,TRANSITION,6185,6185,1
1H,BACKBONE_A,ACTIVE,6186,6236,51
1H,BACKBONE_A,TRANSITION,6237,6237,1
1H,BACKBONE_A,FLATTENING,6238,6239,2
1H,BACKBONE_A,ACTIVE,6240,6266,27
1H,BACKBONE_A,FLATTENING,6267,6270,4
1H,BACKBONE_A,ACTIVE,6271,6286,16
1H,BACKBONE_A,TRANSITION,6287,6287,1
1H,BACKBONE_A,FLATTENING,6288,6289,2
1H,BACKBONE_A,ACTIVE,6290,6310,21
1H,BACKBONE_A,TRANSITION,6311,6311,1
1H,BACKBONE_A,LOST,6312,6312,1
1H,BACKBONE_A,FLATTENING,6313,6314,2
1H,BACKBONE_A,ACTIVE,6315,6520,206
1H,BACKBONE_A,TRANSITION,6521,6521,1
1H,BACKBONE_A,LOST,6522,6522,1
1H,BACKBONE_A,FLATTENING,6523,6523,1
1H,BACKBONE_A,ACTIVE,6524,6553,30
1H,BACKBONE_A,TRANSITION,6554,6554,1
1H,BACKBONE_A,LOST,6555,6555,1
1H,BACKBONE_A,FLATTENING,6556,6556,1
1H,BACKBONE_A,ACTIVE,6557,6809,253
1H,BACKBONE_A,FLATTENING,6810,6810,1
1H,BACKBONE_A,TRANSITION,6811,6811,1
1H,BACKBONE_A,ACTIVE,6812,6905,94
1H,BACKBONE_A,TRANSITION,6906,6906,1
1H,BACKBONE_A,ACTIVE,6907,7122,216
1H,BACKBONE_A,FLATTENING,7123,7123,1
1H,BACKBONE_A,TRANSITION,7124,7124,1
1H,BACKBONE_A,FLATTENING,7125,7125,1
1H,BACKBONE_A,ACTIVE,7126,7164,39
1H,BACKBONE_A,FLATTENING,7165,7168,4
1H,BACKBONE_A,LOST,7169,7173,5
1H,BACKBONE_A,TRANSITION,7174,7174,1
1H,BACKBONE_A,ACTIVE,7175,7183,9
1H,BACKBONE_A,TRANSITION,7184,7184,1
1H,BACKBONE_A,FLATTENING,7185,7186,2
1H,BACKBONE_A,ACTIVE,7187,7190,4
1H,BACKBONE_A,FLATTENING,7191,7197,7
1H,BACKBONE_A,TRANSITION,7198,7198,1
1H,BACKBONE_A,FLATTENING,7199,7202,4
1H,BACKBONE_A,ACTIVE,7203,7256,54
1H,BACKBONE_A,FLATTENING,7257,7258,2
1H,BACKBONE_A,LOST,7259,7264,6
1H,BACKBONE_A,FLATTENING,7265,7269,5
1H,BACKBONE_A,LOST,7270,7270,1
1H,BACKBONE_A,TRANSITION,7271,7271,1
1H,BACKBONE_A,ACTIVE,7272,7290,19
1H,BACKBONE_A,TRANSITION,7291,7291,1
1H,BACKBONE_A,LOST,7292,7295,4
1H,BACKBONE_A,FLATTENING,7296,7296,1
1H,BACKBONE_A,ACTIVE,7297,7417,121
1H,BACKBONE_A,TRANSITION,7418,7418,1
1H,BACKBONE_A,LOST,7419,7419,1
1H,BACKBONE_A,ACTIVE,7420,7603,184
1H,BACKBONE_A,TRANSITION,7604,7604,1
1H,BACKBONE_A,LOST,7605,7605,1
1H,BACKBONE_A,FLATTENING,7606,7606,1
1H,BACKBONE_A,ACTIVE,7607,7872,266
1H,BACKBONE_A,TRANSITION,7873,7873,1
1H,BACKBONE_A,ACTIVE,7874,7970,97
1H,BACKBONE_A,TRANSITION,7971,7971,1
1H,BACKBONE_A,LOST,7972,7976,5
1H,BACKBONE_A,ACTIVE,7977,8396,420
1H,BACKBONE_A,FLATTENING,8397,8397,1
1H,BACKBONE_A,LOST,8398,8400,3
1H,BACKBONE_A,TRANSITION,8401,8401,1
1H,BACKBONE_A,ACTIVE,8402,8416,15
1H,BACKBONE_A,TRANSITION,8417,8417,1
1H,BACKBONE_A,LOST,8418,8421,4
1H,BACKBONE_A,FLATTENING,8422,8423,2
1H,BACKBONE_A,ACTIVE,8424,8451,28
1H,BACKBONE_A,TRANSITION,8452,8452,1
1H,BACKBONE_A,LOST,8453,8454,2
1H,BACKBONE_A,TRANSITION,8455,8455,1
1H,BACKBONE_A,FLATTENING,8456,8456,1
1H,BACKBONE_A,LOST,8457,8459,3
1H,BACKBONE_A,TRANSITION,8460,8462,3
1H,BACKBONE_A,ACTIVE,8463,8496,34
1H,BACKBONE_A,TRANSITION,8497,8497,1
1H,BACKBONE_A,LOST,8498,8499,2
1H,BACKBONE_A,FLATTENING,8500,8500,1
1H,BACKBONE_A,ACTIVE,8501,8521,21
1H,BACKBONE_A,TRANSITION,8522,8522,1
1H,BACKBONE_A,LOST,8523,8523,1
1H,BACKBONE_A,FLATTENING,8524,8524,1
1H,BACKBONE_A,ACTIVE,8525,8604,80
1H,BACKBONE_A,TRANSITION,8605,8605,1
1H,BACKBONE_A,ACTIVE,8606,8730,125
1H,BACKBONE_A,FLATTENING,8731,8734,4
1H,BACKBONE_A,LOST,8735,8737,3
1H,BACKBONE_A,TRANSITION,8738,8738,1
1H,BACKBONE_A,ACTIVE,8739,8962,224
1H,BACKBONE_A,FLATTENING,8963,8963,1
1H,BACKBONE_A,LOST,8964,8968,5
1H,BACKBONE_A,FLATTENING,8969,8970,2
1H,BACKBONE_A,ACTIVE,8971,9052,82
1H,BACKBONE_A,FLATTENING,9053,9053,1
1H,BACKBONE_A,TRANSITION,9054,9054,1
1H,BACKBONE_A,ACTIVE,9055,9155,101
1H,BACKBONE_A,FLATTENING,9156,9157,2
1H,BACKBONE_A,LOST,9158,9159,2
1H,BACKBONE_A,TRANSITION,9160,9160,1
1H,BACKBONE_A,ACTIVE,9161,9173,13
1H,BACKBONE_A,TRANSITION,9174,9174,1
1H,BACKBONE_A,LOST,9175,9180,6
1H,BACKBONE_A,FLATTENING,9181,9181,1
1H,BACKBONE_A,ACTIVE,9182,9201,20
1H,BACKBONE_A,TRANSITION,9202,9202,1
1H,BACKBONE_A,LOST,9203,9205,3
1H,BACKBONE_A,TRANSITION,9206,9206,1
1H,BACKBONE_A,ACTIVE,9207,9512,306
1H,BACKBONE_A,TRANSITION,9513,9513,1
1H,BACKBONE_A,LOST,9514,9515,2
1H,BACKBONE_A,TRANSITION,9516,9516,1
1H,BACKBONE_A,FLATTENING,9517,9518,2
1H,BACKBONE_A,ACTIVE,9519,9691,173
1H,BACKBONE_A,FLATTENING,9692,9697,6
1H,BACKBONE_A,ACTIVE,9698,9723,26
1H,BACKBONE_A,TRANSITION,9724,9724,1
1H,BACKBONE_A,LOST,9725,9726,2
1H,BACKBONE_A,FLATTENING,9727,9727,1
1H,BACKBONE_A,ACTIVE,9728,9896,169
1H,BACKBONE_A,FLATTENING,9897,9897,1
1H,BACKBONE_A,LOST,9898,9900,3
1H,BACKBONE_A,TRANSITION,9901,9901,1
1H,BACKBONE_A,ACTIVE,9902,10190,289
1H,BACKBONE_A,FLATTENING,10191,10191,1
1H,BACKBONE_A,LOST,10192,10192,1
1H,BACKBONE_A,TRANSITION,10193,10193,1
1H,BACKBONE_A,ACTIVE,10194,10367,174
1H,BACKBONE_A,TRANSITION,10368,10368,1
1H,BACKBONE_A,ACTIVE,10369,10447,79
1H,BACKBONE_A,TRANSITION,10448,10448,1
1H,BACKBONE_A,LOST,10449,10449,1
1H,BACKBONE_A,FLATTENING,10450,10450,1
1H,BACKBONE_A,ACTIVE,10451,10725,275
1H,BACKBONE_A,FLATTENING,10726,10726,1
1H,BACKBONE_A,LOST,10727,10727,1
1H,BACKBONE_A,TRANSITION,10728,10728,1
1H,BACKBONE_A,ACTIVE,10729,10887,159
1H,BACKBONE_A,FLATTENING,10888,10895,8
1H,BACKBONE_A,ACTIVE,10896,10996,101
1H,BACKBONE_A,FLATTENING,10997,10997,1
1H,BACKBONE_A,LOST,10998,11000,3
1H,BACKBONE_A,TRANSITION,11001,11001,1
1H,BACKBONE_A,ACTIVE,11002,11036,35
1H,BACKBONE_A,TRANSITION,11037,11037,1
1H,BACKBONE_A,LOST,11038,11040,3
1H,BACKBONE_A,FLATTENING,11041,11041,1
1H,BACKBONE_A,ACTIVE,11042,11046,5
1H,BACKBONE_A,TRANSITION,11047,11047,1
1H,BACKBONE_A,LOST,11048,11053,6
1H,BACKBONE_A,FLATTENING,11054,11054,1
1H,BACKBONE_A,ACTIVE,11055,11116,62
1H,BACKBONE_A,FLATTENING,11117,11118,2
1H,BACKBONE_A,TRANSITION,11119,11119,1
1H,BACKBONE_A,FLATTENING,11120,11120,1
1H,BACKBONE_A,ACTIVE,11121,11171,51
1H,BACKBONE_A,FLATTENING,11172,11173,2
1H,BACKBONE_A,LOST,11174,11186,13
1H,BACKBONE_A,FLATTENING,11187,11188,2
1H,BACKBONE_A,ACTIVE,11189,11197,9
1H,BACKBONE_A,TRANSITION,11198,11198,1
1H,BACKBONE_A,FLATTENING,11199,11199,1
1H,BACKBONE_A,ACTIVE,11200,11274,75
1H,BACKBONE_A,TRANSITION,11275,11275,1
1H,BACKBONE_A,LOST,11276,11277,2
1H,BACKBONE_A,FLATTENING,11278,11278,1
1H,BACKBONE_A,ACTIVE,11279,11410,132
1H,BACKBONE_A,FLATTENING,11411,11411,1
1H,BACKBONE_A,TRANSITION,11412,11412,1
1H,BACKBONE_A,ACTIVE,11413,11473,61
1H,BACKBONE_A,TRANSITION,11474,11474,1
1H,BACKBONE_A,LOST,11475,11475,1
1H,BACKBONE_A,FLATTENING,11476,11476,1
1H,BACKBONE_A,ACTIVE,11477,11485,9
1H,BACKBONE_A,TRANSITION,11486,11486,1
1H,BACKBONE_A,LOST,11487,11492,6
1H,BACKBONE_A,FLATTENING,11493,11493,1
1H,BACKBONE_A,ACTIVE,11494,11524,31
1H,BACKBONE_A,TRANSITION,11525,11525,1
1H,BACKBONE_A,LOST,11526,11526,1
1H,BACKBONE_A,FLATTENING,11527,11527,1
1H,BACKBONE_A,ACTIVE,11528,11598,71
1H,BACKBONE_A,TRANSITION,11599,11599,1
1H,BACKBONE_A,LOST,11600,11600,1
1H,BACKBONE_A,ACTIVE,11601,12396,796
1H,BACKBONE_A,TRANSITION,12397,12397,1
1H,BACKBONE_A,FLATTENING,12398,12398,1
1H,BACKBONE_A,ACTIVE,12399,12465,67
1H,BACKBONE_A,FLATTENING,12466,12466,1
1H,BACKBONE_A,LOST,12467,12467,1
1H,BACKBONE_A,TRANSITION,12468,12468,1
1H,BACKBONE_A,ACTIVE,12469,12488,20
1H,BACKBONE_A,TRANSITION,12489,12489,1
1H,BACKBONE_A,LOST,12490,12494,5
1H,BACKBONE_A,FLATTENING,12495,12496,2
1H,BACKBONE_A,ACTIVE,12497,12506,10
1H,BACKBONE_A,TRANSITION,12507,12507,1
1H,BACKBONE_A,LOST,12508,12512,5
1H,BACKBONE_A,FLATTENING,12513,12515,3
1H,BACKBONE_A,TRANSITION,12516,12516,1
1H,BACKBONE_A,FLATTENING,12517,12517,1
1H,BACKBONE_A,ACTIVE,12518,12935,418
1H,BACKBONE_B,ACTIVE,0,21,22
1H,BACKBONE_B,FLATTENING,22,35,14
1H,BACKBONE_B,LOST,36,38,3
1H,BACKBONE_B,FLATTENING,39,40,2
1H,BACKBONE_B,ACTIVE,41,136,96
1H,BACKBONE_B,FLATTENING,137,149,13
1H,BACKBONE_B,LOST,150,150,1
1H,BACKBONE_B,TRANSITION,151,151,1
1H,BACKBONE_B,FLATTENING,152,161,10
1H,BACKBONE_B,ACTIVE,162,170,9
1H,BACKBONE_B,FLATTENING,171,173,3
1H,BACKBONE_B,TRANSITION,174,174,1
1H,BACKBONE_B,LOST,175,179,5
1H,BACKBONE_B,FLATTENING,180,189,10
1H,BACKBONE_B,ACTIVE,190,223,34
1H,BACKBONE_B,FLATTENING,224,236,13
1H,BACKBONE_B,LOST,237,245,9
1H,BACKBONE_B,TRANSITION,246,246,1
1H,BACKBONE_B,FLATTENING,247,255,9
1H,BACKBONE_B,ACTIVE,256,268,13
1H,BACKBONE_B,FLATTENING,269,277,9
1H,BACKBONE_B,TRANSITION,278,278,1
1H,BACKBONE_B,LOST,279,280,2
1H,BACKBONE_B,FLATTENING,281,296,16
1H,BACKBONE_B,TRANSITION,297,297,1
1H,BACKBONE_B,LOST,298,298,1
1H,BACKBONE_B,FLATTENING,299,304,6
1H,BACKBONE_B,ACTIVE,305,364,60
1H,BACKBONE_B,FLATTENING,365,381,17
1H,BACKBONE_B,ACTIVE,382,382,1
1H,BACKBONE_B,FLATTENING,383,388,6
1H,BACKBONE_B,ACTIVE,389,392,4
1H,BACKBONE_B,FLATTENING,393,398,6
1H,BACKBONE_B,TRANSITION,399,399,1
1H,BACKBONE_B,LOST,400,401,2
1H,BACKBONE_B,FLATTENING,402,407,6
1H,BACKBONE_B,ACTIVE,408,476,69
1H,BACKBONE_B,FLATTENING,477,480,4
1H,BACKBONE_B,TRANSITION,481,481,1
1H,BACKBONE_B,FLATTENING,482,489,8
1H,BACKBONE_B,ACTIVE,490,667,178
1H,BACKBONE_B,FLATTENING,668,679,12
1H,BACKBONE_B,LOST,680,683,4
1H,BACKBONE_B,TRANSITION,684,684,1
1H,BACKBONE_B,FLATTENING,685,698,14
1H,BACKBONE_B,ACTIVE,699,710,12
1H,BACKBONE_B,FLATTENING,711,722,12
1H,BACKBONE_B,TRANSITION,723,723,1
1H,BACKBONE_B,FLATTENING,724,739,16
1H,BACKBONE_B,ACTIVE,740,1035,296
1H,BACKBONE_B,FLATTENING,1036,1047,12
1H,BACKBONE_B,ACTIVE,1048,1144,97
1H,BACKBONE_B,FLATTENING,1145,1159,15
1H,BACKBONE_B,LOST,1160,1166,7
1H,BACKBONE_B,TRANSITION,1167,1167,1
1H,BACKBONE_B,FLATTENING,1168,1170,3
1H,BACKBONE_B,ACTIVE,1171,1188,18
1H,BACKBONE_B,FLATTENING,1189,1198,10
1H,BACKBONE_B,LOST,1199,1205,7
1H,BACKBONE_B,TRANSITION,1206,1206,1
1H,BACKBONE_B,FLATTENING,1207,1217,11
1H,BACKBONE_B,ACTIVE,1218,1395,178
1H,BACKBONE_B,FLATTENING,1396,1407,12
1H,BACKBONE_B,ACTIVE,1408,1551,144
1H,BACKBONE_B,FLATTENING,1552,1562,11
1H,BACKBONE_B,TRANSITION,1563,1563,1
1H,BACKBONE_B,FLATTENING,1564,1573,10
1H,BACKBONE_B,TRANSITION,1574,1574,1
1H,BACKBONE_B,LOST,1575,1578,4
1H,BACKBONE_B,FLATTENING,1579,1594,16
1H,BACKBONE_B,TRANSITION,1595,1595,1
1H,BACKBONE_B,LOST,1596,1599,4
1H,BACKBONE_B,TRANSITION,1600,1600,1
1H,BACKBONE_B,LOST,1601,1608,8
1H,BACKBONE_B,FLATTENING,1609,1609,1
1H,BACKBONE_B,ACTIVE,1610,1643,34
1H,BACKBONE_B,FLATTENING,1644,1644,1
1H,BACKBONE_B,TRANSITION,1645,1645,1
1H,BACKBONE_B,LOST,1646,1648,3
1H,BACKBONE_B,FLATTENING,1649,1658,10
1H,BACKBONE_B,ACTIVE,1659,1705,47
1H,BACKBONE_B,FLATTENING,1706,1713,8
1H,BACKBONE_B,TRANSITION,1714,1714,1
1H,BACKBONE_B,FLATTENING,1715,1725,11
1H,BACKBONE_B,ACTIVE,1726,1885,160
1H,BACKBONE_B,FLATTENING,1886,1890,5
1H,BACKBONE_B,TRANSITION,1891,1891,1
1H,BACKBONE_B,LOST,1892,1892,1
1H,BACKBONE_B,FLATTENING,1893,1901,9
1H,BACKBONE_B,ACTIVE,1902,2101,200
1H,BACKBONE_B,FLATTENING,2102,2118,17
1H,BACKBONE_B,LOST,2119,2122,4
1H,BACKBONE_B,TRANSITION,2123,2123,1
1H,BACKBONE_B,FLATTENING,2124,2136,13
1H,BACKBONE_B,ACTIVE,2137,2311,175
1H,BACKBONE_B,FLATTENING,2312,2315,4
1H,BACKBONE_B,TRANSITION,2316,2316,1
1H,BACKBONE_B,LOST,2317,2317,1
1H,BACKBONE_B,FLATTENING,2318,2335,18
1H,BACKBONE_B,ACTIVE,2336,2342,7
1H,BACKBONE_B,FLATTENING,2343,2343,1
1H,BACKBONE_B,TRANSITION,2344,2344,1
1H,BACKBONE_B,LOST,2345,2346,2
1H,BACKBONE_B,FLATTENING,2347,2357,11
1H,BACKBONE_B,ACTIVE,2358,2405,48
