trade_id,combo_id,scope,ref_time,ref_idx,ref_open,ref_close,ref_mid,ref_body_low,ref_body_high
ENTRY_A_STOP_A_EXIT_A_TRAIN_0003,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-01 12:00:00,375,0.258,0.2554,0.25670000000000004,0.2554,0.258
ENTRY_A_STOP_A_EXIT_A_TRAIN_0003,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-01 12:00:00,375,0.258,0.2554,0.25670000000000004,0.2554,0.258
ENTRY_A_STOP_A_EXIT_A_TRAIN_0003,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-01 12:00:00,375,0.258,0.2554,0.25670000000000004,0.2554,0.258
ENTRY_A_STOP_A_EXIT_A_TRAIN_0003,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-01 12:00:00,375,0.258,0.2554,0.25670000000000004,0.2554,0.258
ENTRY_A_STOP_A_EXIT_A_TRAIN_0003,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-01 12:00:00,375,0.258,0.2554,0.25670000000000004,0.2554,0.258
ENTRY_A_STOP_A_EXIT_A_TRAIN_0003,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-01 12:00:00,375,0.258,0.2554,0.25670000000000004,0.2554,0.258
ENTRY_A_STOP_A_EXIT_A_TRAIN_0003,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-01 12:00:00,375,0.258,0.2554,0.25670000000000004,0.2554,0.258
ENTRY_A_STOP_A_EXIT_A_TRAIN_0003,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-01 12:00:00,375,0.258,0.2554,0.25670000000000004,0.2554,0.258
ENTRY_A_STOP_A_EXIT_A_TRAIN_0003,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-01 12:00:00,375,0.258,0.2554,0.25670000000000004,0.2554,0.258
ENTRY_A_STOP_A_EXIT_A_TRAIN_0003,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-01 12:00:00,375,0.258,0.2554,0.25670000000000004,0.2554,0.258
ENTRY_A_STOP_A_EXIT_A_TRAIN_0003,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-01 12:00:00,375,0.258,0.2554,0.25670000000000004,0.2554,0.258
ENTRY_A_STOP_A_EXIT_A_TRAIN_0003,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-01 12:00:00,375,0.258,0.2554,0.25670000000000004,0.2554,0.258
ENTRY_A_STOP_A_EXIT_A_TRAIN_0004,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-04 08:00:00,392,0.2569,0.2551,0.256,0.2551,0.2569
ENTRY_A_STOP_A_EXIT_A_TRAIN_0004,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-04 08:00:00,392,0.2569,0.2551,0.256,0.2551,0.2569
ENTRY_A_STOP_A_EXIT_A_TRAIN_0004,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-04 08:00:00,392,0.2569,0.2551,0.256,0.2551,0.2569
ENTRY_A_STOP_A_EXIT_A_TRAIN_0004,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-04 08:00:00,392,0.2569,0.2551,0.256,0.2551,0.2569
ENTRY_A_STOP_A_EXIT_A_TRAIN_0006,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-07 08:00:00,410,0.2566,0.254,0.25529999999999997,0.254,0.2566
ENTRY_A_STOP_A_EXIT_A_TRAIN_0006,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-07 08:00:00,410,0.2566,0.254,0.25529999999999997,0.254,0.2566
ENTRY_A_STOP_A_EXIT_A_TRAIN_0011,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-28 00:00:00,534,0.2446,0.2437,0.24415,0.2437,0.2446
ENTRY_A_STOP_A_EXIT_A_TRAIN_0011,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-09-28 00:00:00,534,0.2446,0.2437,0.24415,0.2437,0.2446
ENTRY_A_STOP_A_EXIT_A_TRAIN_0015,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-12-12 04:00:00,985,0.5632,0.5935,0.57835,0.5632,0.5935
