scope,signal_time,direction,exit_reason_ENTRY_A_STOP_A_EXIT_B,exit_reason_ENTRY_A_STOP_B_EXIT_B,mae_ENTRY_A_STOP_A_EXIT_B,mae_ENTRY_A_STOP_B_EXIT_B,mfe_ENTRY_A_STOP_A_EXIT_B,mfe_ENTRY_A_STOP_B_EXIT_B,net_return_ENTRY_A_STOP_A_EXIT_B,net_return_ENTRY_A_STOP_B_EXIT_B,stop_diff_return_b_minus_a,stop_a_premature,stop_b_increased_loss,no_stop_exit_b_return,no_stop_exit_b_reason,no_stop_exit_b_time
TRAIN,2023-12-23 20:00:00,LONG,STOP,STOP,-0.0666227909346613,-0.0666227909346613,0.0250699971832561,0.0250699971832561,-0.0306726442872746,-0.0450736205432515,-0.014400976255976902,False,True,-0.017812771469894746,EMA27_TWO_CLOSES_NO_STOP,2023-12-25 04:00:00
TRAIN,2023-12-26 08:00:00,LONG,STOP,STOP,-0.0907132220196618,-0.0907132220196618,0.0157549294957335,0.0157549294957335,-0.0366298634712566,-0.047932322985407,-0.011302459514150397,False,True,-0.04247862229236654,EMA27_TWO_CLOSES_NO_STOP,2023-12-26 20:00:00
TRAIN,2023-12-28 16:00:00,LONG,STOP,EMA27_TWO_CLOSES,-0.0465986285503912,-0.0465986285503912,0.0,0.0,-0.0286680416574347,-0.0222907642890969,0.006377277368337798,False,False,-0.02229076428909698,EMA27_TWO_CLOSES_NO_STOP,2023-12-29 04:00:00
TRAIN,2024-01-09 00:00:00,SHORT,STOP,STOP,-0.1203399725679087,-0.1203399725679087,0.0745182766022343,0.0745182766022343,-0.0364431897041913,-0.0562268206996438,-0.019783630995452495,False,True,-0.10826896591803878,EMA27_TWO_CLOSES_NO_STOP,2024-01-11 04:00:00
TRAIN,2024-01-16 16:00:00,SHORT,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0108796524976085,-0.0108796524976085,0.1273888148223797,0.1273888148223797,0.037796111468109,0.037796111468109,0.0,False,False,0.03779611146810905,EMA27_TWO_CLOSES_NO_STOP,2024-01-21 04:00:00
TRAIN,2024-02-06 20:00:00,SHORT,STOP,STOP,-0.0294187639785366,-0.0294187639785366,0.0480989189898041,0.0480989189898041,-0.0144531354396587,-0.0257497105351437,-0.011296575095484998,False,True,-0.02871869857048155,EMA27_TWO_CLOSES_NO_STOP,2024-02-08 04:00:00
TRAIN,2024-02-13 20:00:00,LONG,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0100345167720669,-0.0100345167720669,0.1782771245087417,0.1782771245087417,0.0880853004061169,0.0880853004061169,0.0,False,False,0.08808530040611695,EMA27_TWO_CLOSES_NO_STOP,2024-02-21 08:00:00
TRAIN,2024-03-08 08:00:00,LONG,STOP,STOP,-0.0519336394260439,-0.0519336394260439,0.0091356222771167,0.0091356222771167,-0.0160210953586342,-0.0514036468091238,-0.0353825514504896,False,True,-0.02049726867727026,EMA27_TWO_CLOSES_NO_STOP,2024-03-08 20:00:00
TRAIN,2024-03-23 16:00:00,SHORT,STOP,EMA27_TWO_CLOSES,-0.0171593884477918,-0.0171593884477918,0.0120337682320386,0.0120337682320386,-0.0177631146686568,-0.0125247676169198,0.005238347051736999,False,False,-0.01252476761691981,EMA27_TWO_CLOSES_NO_STOP,2024-03-24 12:00:00
TRAIN,2024-04-01 00:00:00,SHORT,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0031343687950524,-0.0031343687950524,0.1353892836150149,0.1353892836150149,0.0825736481373721,0.0825736481373721,0.0,False,False,0.08257364813737218,EMA27_TWO_CLOSES_NO_STOP,2024-04-07 08:00:00
TRAIN,2024-04-11 08:00:00,SHORT,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0192349223916201,-0.0192349223916201,0.3246924097678456,0.3246924097678456,0.1877072054322987,0.1877072054322987,0.0,False,False,0.18770720543229877,EMA27_TWO_CLOSES_NO_STOP,2024-04-19 16:00:00
TRAIN,2024-04-28 08:00:00,SHORT,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0114147983082449,-0.0114147983082449,0.1052210597277248,0.1052210597277248,0.0190536284184875,0.0190536284184875,0.0,False,False,0.019053628418487387,EMA27_TWO_CLOSES_NO_STOP,2024-05-02 16:00:00
TRAIN,2024-05-08 20:00:00,SHORT,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0286427820776389,-0.0286427820776389,0.0101362973845728,0.0101362973845728,-0.0214020598339034,-0.0214020598339034,0.0,False,False,-0.02140205983390355,EMA27_TWO_CLOSES_NO_STOP,2024-05-09 20:00:00
TRAIN,2024-05-13 12:00:00,SHORT,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0173777847088185,-0.0173777847088185,0.0424812046149031,0.0424812046149031,-0.0192110346671309,-0.0192110346671309,0.0,False,False,-0.019211034667131123,EMA27_TWO_CLOSES_NO_STOP,2024-05-15 20:00:00
TRAIN,2024-05-22 12:00:00,LONG,STOP,STOP,-0.0630588444674584,-0.0630588444674584,0.0096170671119718,0.0096170671119718,-0.0221912057811209,-0.036151815459166,-0.013960609678045102,False,True,-0.052113757415859135,EMA27_TWO_CLOSES_NO_STOP,2024-05-23 20:00:00
TRAIN,2024-05-27 16:00:00,SHORT,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0112606313911957,-0.0112606313911957,0.0517952028283446,0.0517952028283446,0.0213301206421666,0.0213301206421666,0.0,False,False,0.02133012064216666,EMA27_TWO_CLOSES_NO_STOP,2024-06-03 12:00:00
TRAIN,2024-06-10 16:00:00,SHORT,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0084443310584509,-0.0084443310584509,0.1946971670953445,0.1946971670953445,0.1157661199020565,0.1157661199020565,0.0,False,False,0.1157661199020564,EMA27_TWO_CLOSES_NO_STOP,2024-06-23 08:00:00
TRAIN,2024-07-06 20:00:00,SHORT,STOP,EMA27_TWO_CLOSES,-0.0242702344692864,-0.0264311421369431,0.1086255870916019,0.1086255870916019,-0.0102972101601554,0.001323475992856,0.0116206861530114,True,False,0.001323475992856094,EMA27_TWO_CLOSES_NO_STOP,2024-07-09 00:00:00
TRAIN,2024-07-08 12:00:00,SHORT,EMA27_TWO_CLOSES,,-0.0312976787894778,,0.0064361076822383,,-0.0257631294848754,,,False,False,-0.025763129484875497,EMA27_TWO_CLOSES_NO_STOP,2024-07-09 00:00:00
TRAIN,2024-07-20 12:00:00,LONG,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0136359074324953,-0.0136359074324953,0.0135582427831508,0.0135582427831508,-0.0103704977117159,-0.0103704977117159,0.0,False,False,-0.010370497711715774,EMA27_TWO_CLOSES_NO_STOP,2024-07-21 12:00:00
TRAIN,2024-08-12 12:00:00,SHORT,STOP,EMA27_TWO_CLOSES,-0.0131313454730886,-0.0131313454730886,0.0297556294295123,0.0297556294295123,-0.0144623380392483,-0.000355460760327,0.014106877278921301,True,False,-0.00035546076032723253,EMA27_TWO_CLOSES_NO_STOP,2024-08-14 00:00:00
TRAIN,2024-08-15 04:00:00,SHORT,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0272834216037227,-0.0272834216037227,0.0474118677423185,0.0474118677423185,0.0008701144147328,0.0008701144147328,0.0,False,False,0.0008701144147328305,EMA27_TWO_CLOSES_NO_STOP,2024-08-17 20:00:00
TRAIN,2024-08-29 16:00:00,SHORT,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0228277980798308,-0.0228277980798308,0.1439222436076795,0.1439222436076795,0.0787195970866789,0.0787195970866789,0.0,False,False,0.07871959708667897,EMA27_TWO_CLOSES_NO_STOP,2024-09-08 00:00:00
TRAIN,2024-09-22 20:00:00,LONG,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0184190773139325,-0.0184190773139325,0.1826755944736795,0.1826755944736795,0.1075899119307734,0.1075899119307734,0.0,False,False,0.10758991193077341,EMA27_TWO_CLOSES_NO_STOP,2024-09-30 08:00:00
TRAIN,2024-11-13 12:00:00,LONG,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0912109789762053,-0.0912109789762053,0.942829960627806,0.942829960627806,0.6269691088024184,0.6269691088024184,0.0,False,False,0.6269691088024184,EMA27_TWO_CLOSES_NO_STOP,2024-11-26 04:00:00
TRAIN,2024-11-28 16:00:00,LONG,EMA27_TWO_CLOSES,EMA27_TWO_CLOSES,-0.0077721031839308,-0.0077721031839308,0.3229705290880923,0.3229705290880923,0.1766274210647093,0.1766274210647093,0.0,False,False,0.17662742106470938,EMA27_TWO_CLOSES_NO_STOP,2024-12-08 20:00:00
