trade_id,scope,direction,entry_regime,diagnostic_type,net_return,exit_reason,mfe_atr_48,mae_atr_48,net_atr,future_after_exit_atr_12,mfe_giveback_ratio,late_entry_pre_move_atr,late_entry_post_24_move_atr,quick_opposite_regime
ENTRY_A_STOP_A_EXIT_B_TRAIN_0039,TRAIN,LONG,BULL_REGIME,MIXED,0.1766274210647093,EMA27_TWO_CLOSES,7.666852871621626,-0.18449847972972963,4.192879313851352,0.5889511784511743,0.45311598069515185,3.0530795608108106,5.699285304054054,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0001,TEMPORAL_TEST,SHORT,BEAR_REGIME,EARLY_EXIT,0.0322724531573545,EMA27_TWO_CLOSES,1.7100288939051915,-0.009158465011286893,0.4888980009029371,2.062713196480939,0.714099567179569,-2.3999033860045147,1.589938600451468,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0002,TEMPORAL_TEST,SHORT,BEAR_REGIME,GOOD_ENTRY_BAD_EXIT,-0.0238499041234967,EMA27_TWO_CLOSES,1.7475616207090634,-9.691943162633644,-0.8205255115362915,2.703939117199391,1.4695259393504922,-3.022837929093973,1.7475616207090634,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0003,TEMPORAL_TEST,LONG,BULL_REGIME,GOOD_ENTRY_BAD_EXIT,-0.024086089672078,STOP,1.9336620949768544,-2.907414537973602,-0.619280284244811,1.3204673856322826,1.32026292797151,2.7946080918909675,1.9336620949768544,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0004,TEMPORAL_TEST,LONG,BULL_REGIME,LATE_ENTRY,-0.0664310560481792,STOP,0.6160396889680846,-4.963095253523407,-1.6190666408553362,1.8944992981471054,3.62818560207931,1.558915762190182,0.6160396889680846,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0005,TEMPORAL_TEST,SHORT,BEAR_REGIME,GOOD_ENTRY_BAD_EXIT,-0.0113244066511502,STOP,29.91036335540835,-0.9019986754966874,-0.6898887178807854,8.59143532008829,1.023065206854334,-2.1072966887417235,8.023387637969083,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0006,TEMPORAL_TEST,SHORT,BEAR_REGIME,GOOD_ENTRY_BAD_EXIT,-0.0126074318193938,STOP,13.936509923664122,-0.9215053435114475,-0.3688379053435072,1.2258398594377495,1.0264655862453211,-1.2848641221374024,1.7380366412213755,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0007,TEMPORAL_TEST,SHORT,BEAR_REGIME,GOOD_ENTRY_BAD_EXIT,-0.016971559183572,STOP,10.5020666408369,-21.886154978690445,-0.7119890228593514,7.508879732739425,1.0677951347300356,-2.445628051142966,7.78451530414569,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0008,TEMPORAL_TEST,SHORT,BEAR_REGIME,MIXED,0.1283694904085091,EMA27_TWO_CLOSES,9.382539715574056,-19.612951092611866,4.8187253818938585,1.2040412403100798,0.48641566910766526,-2.2088581338883104,6.94965730142213,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0009,TEMPORAL_TEST,LONG,BULL_REGIME,LATE_ENTRY,0.0796115834135423,EMA27_TWO_CLOSES,2.020497137216191,-1.4917108259295808,0.5928223039157633,0.45847933170099286,0.7065958209015112,2.1044123724909496,2.020497137216191,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0010,TEMPORAL_TEST,SHORT,BEAR_REGIME,GOOD_ENTRY_BAD_EXIT,-0.02706940149526,STOP,9.215205917159754,-1.780454832347138,-1.0129246919132107,4.69791676866585,1.1099188342635982,-1.8743404339250493,3.6041605522682443,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0011,TEMPORAL_TEST,SHORT,BEAR_REGIME,EARLY_EXIT,0.009991374889947,EMA27_TWO_CLOSES,6.1875593395252775,-1.5516907464740268,0.3075612418300674,1.6211936857930307,0.9502936093290598,-3.4010199518403823,4.424917440660471,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0012,TEMPORAL_TEST,LONG,BULL_REGIME,LATE_ENTRY,-0.0388775226696322,STOP,0.8228815165876812,-3.7734131839724276,-1.6789544093063342,2.3449227176220835,3.040335547052521,2.7902162860835875,0.7866902197328745,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0013,TEMPORAL_TEST,LONG,BULL_REGIME,LATE_ENTRY,-0.0083742728663982,EMA27_TWO_CLOSES,1.2500229571984476,-3.5655412451361848,-0.32236532373539856,1.300110308864813,1.2578875226882904,1.3647630350194535,1.0157817120622565,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0014,TEMPORAL_TEST,LONG,BULL_REGIME,GOOD_ENTRY_BAD_EXIT,-0.0359670708184452,EMA27_TWO_CLOSES,7.948103354487776,-5.0999474161378044,-1.6470258241160365,0.5487652099400179,1.207222497073603,3.6529845874886617,0.19289029918405237,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0015,TEMPORAL_TEST,SHORT,BEAR_REGIME,LATE_EXIT,-0.0388311693822544,STOP,0.6277359424201625,-12.616528565002232,-1.6252050895186565,1.1070390402602674,3.5889947981198405,-3.780721097615826,0.6277359424201625,True
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0016,TEMPORAL_TEST,LONG,BULL_REGIME,LATE_EXIT,0.0055831951364812,EMA27_TWO_CLOSES,1.5870766266152836,-2.6183189752890477,0.1403271797778324,0.4953251160092782,0.9115813455856226,0.7044672409884336,1.5870766266152836,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0017,TEMPORAL_TEST,SHORT,BEAR_REGIME,GOOD_ENTRY_BAD_EXIT,-0.0094479270791776,STOP,3.4660925589836644,-4.067482758620682,-0.4004535099818469,1.3996486988847556,1.1155345690189153,-2.225377495462794,1.0014827586206931,False
ENTRY_A_STOP_A_EXIT_B_TEMPORAL_TEST_0018,TEMPORAL_TEST,SHORT,BEAR_REGIME,LATE_EXIT,-0.0126015707676217,STOP,0.9710986159169595,-3.3403200692041555,-0.8587882179930709,1.4372003000750087,1.8843470723950735,-2.8195588235294053,0.9710986159169595,False
