scope,signal_time,direction,mae_ENTRY_A_STOP_A_EXIT_A,mae_ENTRY_A_STOP_A_EXIT_B,mfe_ENTRY_A_STOP_A_EXIT_A,mfe_ENTRY_A_STOP_A_EXIT_B,net_return_ENTRY_A_STOP_A_EXIT_A,net_return_ENTRY_A_STOP_A_EXIT_B,fixed_exit_return_6,fixed_exit_return_12,fixed_exit_return_24,oracle_mfe_return_48
TEMPORAL_TEST,2025-05-07 12:00:00,SHORT,-0.0590345556294463,-0.0590345556294463,0.0149985505611884,0.0149985505611884,-0.0388311693822544,-0.0388311693822544,-0.1139574901001408,-0.1753507976728624,-0.217032038353362,0.014998550561188486
TEMPORAL_TEST,2025-05-13 04:00:00,LONG,-0.0071925502820287,-0.0071925502820287,0.0631449909915542,0.0631449909915542,0.0089910300692991,0.0055831951364812,0.036373790363188704,-0.025755599774338906,-0.040782830315732654,0.06314499099155424
TEMPORAL_TEST,2025-06-07 08:00:00,SHORT,-0.0178846163645033,-0.0178846163645033,0.0236280512934718,0.0236280512934718,-0.0094479270791776,-0.0094479270791776,-0.0033476894229019128,-0.009192433244782916,-0.08697248564366052,0.08177575905987747
TEMPORAL_TEST,2025-06-29 00:00:00,SHORT,-0.0061869300547254,-0.0401293008849007,0.0074966435260259,0.0142495759425006,-0.0063786546914663,-0.0126015707676217,-0.005831512559121368,-0.010985066245378374,-0.010985066245378374,0.014249575942500628
TEMPORAL_TEST,2025-06-29 12:00:00,SHORT,-0.0539827148995665,,0.00112043062568,,-0.025521209848985,,,,,
TRAIN,2023-08-20 20:00:00,SHORT,-0.0093902930732303,-0.0093902930732303,0.0013518421558058,0.0754355333905384,-0.0033711039155266,0.0047821767233118,0.03098531864969872,0.0435795461596033,0.0257994602632674,0.07543553339053827
TRAIN,2023-08-21 04:00:00,SHORT,-0.0094800579047935,,0.0660999909079449,,-0.0063696118814826,,,,,
TRAIN,2023-08-31 12:00:00,SHORT,-0.0039782347720787,-0.0039782347720787,0.0385304664692332,0.0385304664692332,0.0020257672289217,0.0043455829884817,0.01959477227992137,0.014184573940117972,0.01186591750877372,0.038530466469233055
TRAIN,2023-09-04 04:00:00,SHORT,-0.0040053113360882,,0.0146883484560497,,-0.0026108542788324,,,,,
TRAIN,2023-09-05 16:00:00,SHORT,-0.0051809530496241,-0.01181194885942,0.0018401013372182,0.0018401013372182,-0.0069030363134784,-0.0119763331958375,-0.004010777318483836,-0.005571011626670896,0.01276174149452901,0.07751146528429916
TRAIN,2023-09-07 04:00:00,SHORT,-0.0121974471257451,-0.0125873536924345,0.0139262928424462,0.0139262928424462,-0.007681718489798,-0.0057312108899342,0.01119694687562032,0.006518068075347097,0.05213713637800979,0.07787096977951187
TRAIN,2023-09-13 16:00:00,SHORT,-0.008588368557763,-0.0186985165986387,0.0,0.006779056464368,-0.0070465814960834,-0.0135203114896168,-0.015463269225558556,-0.012228021852478455,0.0011173735614776147,0.014058363053798586
TRAIN,2023-09-18 04:00:00,SHORT,-0.0263196114186125,-0.0263196114186125,0.0003066049153609,0.0003066049153609,-0.0155130065032514,-0.0155130065032514,-0.03237102422178832,-0.01865448853458983,0.012812858041924237,0.03137052397166327
TRAIN,2023-09-26 08:00:00,SHORT,-0.0029454645856532,-0.0119112509411527,0.0100956792041642,0.0100956792041642,-0.0038159792727319,-0.0123785090101056,0.005612786026414416,-0.01598660837547084,-0.0298428236521519,0.012948429408186753
TRAIN,2023-09-27 04:00:00,SHORT,-0.0156345548080662,,0.0015449261834515,,-0.0091390969401298,,,,,
TRAIN,2023-09-27 12:00:00,SHORT,-0.0148516881391514,-0.023052509861488,0.0068804894250404,0.0068804894250404,-0.0132566529166221,-0.0206410828365,-0.021002304430903927,-0.019362140086436563,-0.06610682390375515,0.006880489425040441
TRAIN,2023-10-15 08:00:00,SHORT,-0.008215146534306,-0.008215146534306,0.0039662688487101,0.0039662688487101,-0.0099067537015259,-0.0099067537015259,-0.015117948584681991,-0.004154674739967394,0.004778363207577725,0.03117142987077948
TRAIN,2023-11-17 00:00:00,LONG,-0.0220774474170163,-0.0322003177515717,0.0016313804718111,0.0016313804718111,-0.0227026017907887,-0.009123437215294,-0.04818379722718565,-0.0004997501249372622,0.019479599219580267,0.06476612440048667
TRAIN,2023-11-26 20:00:00,LONG,-0.0172698885456599,-0.0203659141002549,0.0121423542229917,0.0121423542229917,-0.0117671866183582,-0.0135722985177519,-0.029137986504940514,-0.006949803363676875,-0.021397922618453188,0.07251485253759292
TRAIN,2023-12-11 20:00:00,LONG,-0.0028562070071238,-0.0168136823862279,0.1006466298950633,0.2360522676637741,0.0067839649272207,0.1006327605149186,0.009288609231836694,0.19073578916018968,0.11696056215635378,0.23605226766377413
TRAIN,2023-12-13 04:00:00,LONG,-0.0008578014413892,,0.2207759634422443,,0.0735851699799392,,,,,
TRAIN,2023-12-16 00:00:00,LONG,-0.0172067487839979,,0.0163694524045996,,-0.0109435159083876,,,,,
TRAIN,2023-12-17 00:00:00,LONG,-0.0380236502908955,-0.0380236502908955,0.0055105715466661,0.0055105715466661,-0.0247557276131963,-0.0247557276131963,-0.07554755045685332,-0.011058423331808731,-0.027302535957764582,0.059765907717358666
TRAIN,2023-12-23 20:00:00,LONG,-0.0666227909346613,-0.0666227909346613,0.0250699971832561,0.0250699971832561,-0.0306726442872746,-0.0306726442872746,-0.015320431685737653,0.00910926319470222,0.0765352210647162,0.10552512565617136
TRAIN,2023-12-26 08:00:00,LONG,-0.0156166021721615,-0.0907132220196618,0.0157549294957335,0.0157549294957335,-0.0133972937096258,-0.0366298634712566,0.009415604443671817,0.004051560168850422,-0.007976902750446269,0.10336765265115039
TRAIN,2023-12-28 16:00:00,LONG,-0.0205982230716751,-0.0465986285503912,0.0,0.0,-0.0187832617365111,-0.0286680416574347,-0.028733319264402285,-0.04069669601841269,-0.004328030686220933,0.01768458254115841
TRAIN,2024-01-09 00:00:00,SHORT,-0.1203399725679087,-0.1203399725679087,0.0745182766022343,0.0745182766022343,-0.0364431897041913,-0.0364431897041913,0.03691405307817163,-0.09565033086019081,-0.042662561349011675,0.07451827660223431
TRAIN,2024-01-16 16:00:00,SHORT,-0.0108796524976085,-0.0108796524976085,0.1273888148223797,0.1273888148223797,0.0409485769190634,0.037796111468109,0.020814594032844545,0.06881933000587002,0.04342686348731981,0.17242800726039195
TRAIN,2024-02-06 20:00:00,SHORT,-0.0087339936527877,-0.0294187639785366,0.0480989189898041,0.0480989189898041,-0.0106355903764808,-0.0144531354396587,-0.026205595772595323,-0.0721940657201344,-0.12902697836272625,0.048098918989804014
TRAIN,2024-02-13 20:00:00,LONG,-0.0100345167720669,-0.0100345167720669,0.1267527124348302,0.1782771245087417,0.060045110264534,0.0880853004061169,0.06881066896381202,0.11593441950827939,0.13977133612610332,0.17827712450874178
TRAIN,2024-02-17 16:00:00,LONG,-0.0020306388670879,,0.0930545618953626,,0.0340634862963346,,,,,
TRAIN,2024-02-20 16:00:00,LONG,-0.018610739930148,,0.0198751134059246,,-0.0122120918185136,,,,,
TRAIN,2024-03-08 08:00:00,LONG,-0.0519336394260439,-0.0519336394260439,0.0091356222771167,0.0091356222771167,-0.0160210953586342,-0.0160210953586342,0.00045021616822269654,-0.02818448209703708,0.015106838976981294,0.10196090006592094
TRAIN,2024-03-23 16:00:00,SHORT,-0.0144621946241118,-0.0171593884477918,0.0120337682320386,0.0120337682320386,-0.015382047826958,-0.0177631146686568,-0.026678896060780114,-0.04302071746307653,-0.029217431424243715,0.012033768232038632
TRAIN,2024-04-01 00:00:00,SHORT,-0.0031343687950524,-0.0031343687950524,0.1353892836150149,0.1353892836150149,0.0845889813421503,0.0825736481373721,0.07573424314759211,0.08843999202636786,0.11307674899862823,0.1353892836150149
TRAIN,2024-04-11 08:00:00,SHORT,-0.0180317783011073,-0.0192349223916201,0.0101561689623372,0.3246924097678456,-0.0191650848616198,0.1877072054322987,0.029578352137759313,0.1361425430117566,0.19629974753740034,0.3246924097678456
TRAIN,2024-04-12 04:00:00,SHORT,-0.0133910796662719,,0.3246924097678456,,0.1942418247433286,,,,,
TRAIN,2024-04-28 08:00:00,SHORT,-0.0114147983082449,-0.0114147983082449,0.1052210597277248,0.1052210597277248,0.0284748095973122,0.0190536284184875,0.022184889236061926,0.06691313571224114,0.02154285698999232,0.10522105972772476
TRAIN,2024-05-08 20:00:00,SHORT,-0.0286427820776389,-0.0286427820776389,0.0001645340942897,0.0101362973845728,-0.0287183425599841,-0.0214020598339034,-0.031080324215263785,0.01168746056306111,0.04802899788764816,0.058887140137067355
TRAIN,2024-05-13 12:00:00,SHORT,-0.010401737080866,-0.0173777847088185,0.0424812046149031,0.0424812046149031,-0.0048016707409033,-0.0192110346671309,0.029879312125698484,-0.016702683325468388,-0.0882634299605943,0.04248120461490304
TRAIN,2024-05-22 12:00:00,LONG,-0.0163976057829378,-0.0630588444674584,0.006107150927738,0.0096170671119718,-0.0067140239010838,-0.0221912057811209,-0.04963857670421127,-0.047780385783146265,-0.05232263025686062,0.00961706711197196
TRAIN,2024-05-22 20:00:00,LONG,-0.0626715986912516,,0.0100343504627103,,-0.0217862424439774,,,,,
TRAIN,2024-05-27 16:00:00,SHORT,-0.0112606313911957,-0.0112606313911957,0.0007909956268734,0.0517952028283446,-0.0113977941864026,0.0213301206421666,0.014564283647523936,0.028122364042851677,0.0375914995570489,0.05179520282834468
TRAIN,2024-06-02 04:00:00,SHORT,-0.0042631935436743,,0.0079110351635996,,-0.0052151031267844,,,,,
TRAIN,2024-06-02 12:00:00,SHORT,-0.0118090960373803,,0.0230044100064216,,-0.0103216475258905,,,,,
TRAIN,2024-06-10 16:00:00,SHORT,-0.0061745936489114,-0.0084443310584509,0.0639602923058627,0.1946971670953445,-0.0016379768831782,0.1157661199020565,0.04285173439714412,0.006535935844510362,0.0655491084925403,0.19469716709534443
TRAIN,2024-06-12 16:00:00,SHORT,-0.0148228120063264,,0.0031958948765539,,-0.0136322303382122,,,,,
TRAIN,2024-06-13 00:00:00,SHORT,-0.0072305927958179,,0.1765773863503313,,0.0945221650491218,,,,,
TRAIN,2024-07-06 20:00:00,SHORT,-0.0242702344692864,-0.0242702344692864,0.1086255870916019,0.1086255870916019,-0.0102972101601554,-0.0102972101601554,0.07189015674143766,0.0011204306256799915,-0.04858044573042455,0.10862558709160194
TRAIN,2024-07-08 12:00:00,SHORT,-0.0199220519855046,-0.0312976787894778,0.0064361076822383,0.0064361076822383,-0.020211268695912,-0.0257631294848754,-0.055436203958884614,-0.06986382819807016,-0.15171285032421927,0.0064361076822383335
TRAIN,2024-07-20 12:00:00,LONG,-0.0136359074324953,-0.0136359074324953,0.0135582427831508,0.0135582427831508,-0.011752559735811,-0.0103704977117159,-0.015479578633555915,-0.0021129624258654943,-0.053274838255301486,0.03706505059667562
TRAIN,2024-08-12 12:00:00,SHORT,-0.0131313454730886,-0.0131313454730886,0.0297556294295123,0.0297556294295123,-0.0144623380392483,-0.0144623380392483,-0.0037314605629297382,0.016830787678043378,0.02564317978131757,0.05971776258064442
TRAIN,2024-08-15 04:00:00,SHORT,-0.0272834216037227,-0.0272834216037227,0.0474118677423185,0.0474118677423185,0.0002746352355238,0.0008701144147328,0.006344338141706249,0.013188926408474876,0.01556965276213363,0.04741186774231851
TRAIN,2024-08-29 16:00:00,SHORT,-0.0228277980798308,-0.0228277980798308,0.1439222436076795,0.1439222436076795,0.0741953010403506,0.0787195970866789,0.02041416188320143,0.02550145129061707,0.050372643949093125,0.14392224360767952
TRAIN,2024-09-22 20:00:00,LONG,-0.0184190773139325,-0.0184190773139325,0.1826755944736795,0.1826755944736795,0.1050312879985733,0.1075899119307734,0.029934662719863708,0.11014498442298484,0.16504070104958912,0.18267559447367954
TRAIN,2024-11-13 12:00:00,LONG,-0.0912109789762053,-0.0912109789762053,0.0065425264217413,0.942829960627806,-0.0829396509596232,0.6269691088024184,-0.0521431114672489,0.13732766228863447,0.2017141907154125,0.4233782286846849
TRAIN,2024-11-14 16:00:00,LONG,-0.0176502055004692,,1.048683777693676,,0.6673010296549939,,,,,
TRAIN,2024-11-28 16:00:00,LONG,-0.0077721031839308,-0.0077721031839308,0.3229705290880923,0.3229705290880923,0.1540246987041714,0.1766274210647093,0.07212415919021457,0.07581014635710162,0.1993405270852065,0.3229705290880923
TRAIN,2024-12-06 00:00:00,LONG,-0.0340152219881319,,0.0101680817713674,,-0.0253319763347168,,,,,
TRAIN,2024-12-06 12:00:00,LONG,-0.0285672273207333,,0.0259946236292059,,-0.0185571621081441,,,,,
