episode_id,event_id,control_timestamp,calendar_month,utc_hour,chronological_third,available_history_status,source_excluded,non_overlapping,control_status,tie_break
OI|OI_EXPANSION_SHOCK|8H|00282,O033823,,6,7,2,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00283,O033944,,6,14,2,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00284,O034000,,6,4,2,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00285,O034115,,6,8,2,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00286,O034187,,6,2,2,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00287,O034330,,6,14,2,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00288,O034433,,6,16,2,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00289,O034486,,6,5,2,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00290,O034703,,6,11,2,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00291,O034805,,6,13,2,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00292,O034863,,6,3,2,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00293,O034954,,6,2,2,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00294,O035065,,6,6,2,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00295,O035122,,6,20,2,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00296,O035247,,7,3,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00297,O035393,,7,16,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00298,O035468,,7,11,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00299,O035524,,7,1,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00300,O035652,,7,9,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00301,O035718,,7,1,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00302,O035813,,7,1,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00303,O035898,,7,22,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00304,O036028,,7,7,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00305,O036148,,7,13,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00306,O036207,,7,3,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00307,O036242,,7,12,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00308,O036318,,7,7,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00309,O036528,,7,12,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00310,O036828,,7,15,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00311,O036929,,7,16,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00312,O037064,,7,2,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00313,O037354,,7,2,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00314,O037421,,7,19,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00315,O037502,,7,15,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00316,O037825,,7,0,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00317,O037869,,7,11,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00318,O038041,,7,6,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00319,O038121,,8,2,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00320,O038238,,8,7,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00321,O038366,2024-08-31T15:15:00Z,8,15,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00322,O038461,2024-08-31T15:45:00Z,8,15,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00323,O038499,,8,0,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00324,O038747,2024-08-31T14:30:00Z,8,14,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00325,O038878,2024-08-31T23:15:00Z,8,23,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00326,O038935,2024-08-31T13:45:00Z,8,13,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00327,O039149,2024-08-31T19:45:00Z,8,19,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00328,O039317,2024-08-31T13:45:00Z,8,13,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00329,O039406,2024-08-31T11:45:00Z,8,11,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00330,O039487,,8,7,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00331,O039582,,8,7,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00332,O039683,2024-08-31T08:15:00Z,8,8,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00333,O039801,2024-08-31T14:45:00Z,8,14,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00334,O039881,2024-08-31T10:00:00Z,8,10,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00335,O039929,2024-08-31T22:00:00Z,8,22,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00336,O039986,2024-08-31T12:45:00Z,8,12,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00337,O040098,2024-08-31T16:00:00Z,8,16,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00338,O040252,,8,7,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00339,O040544,2024-08-31T08:45:00Z,8,8,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00340,O040661,2024-08-31T13:45:00Z,8,13,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00341,O040734,,8,7,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00342,O040879,2024-08-31T19:00:00Z,8,19,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00343,O041381,,9,1,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00344,O041442,,9,16,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00345,O041526,,9,13,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00346,O041680,,9,4,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00347,O041746,,9,20,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00348,O042008,,9,14,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00349,O042089,,9,10,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00350,O042182,,9,9,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00351,O042302,,9,15,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00352,O042540,,9,3,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00353,O042785,,9,16,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00354,O042953,,9,10,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00355,O043103,,9,23,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00356,O043156,,9,13,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00357,O043247,,9,11,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00358,O043326,,9,7,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00359,O043417,,9,6,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00360,O043521,,9,8,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00361,O043588,,9,1,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00362,O043815,,9,9,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00363,O043887,,9,3,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00364,O044194,,10,8,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00365,O044512,,10,16,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00366,O044583,,10,9,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00367,O044804,,10,17,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00368,O044883,,10,12,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00369,O045118,2024-10-01T23:15:00Z,10,23,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00370,O045217,2024-10-02T00:00:00Z,10,0,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00371,O045278,,10,15,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00372,O045351,,10,9,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00373,O045422,2024-10-02T03:30:00Z,10,3,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00374,O045534,2024-10-02T07:00:00Z,10,7,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00375,O045654,,10,13,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00376,O045764,,10,17,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00377,O045847,,10,13,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00378,O045968,,10,20,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00379,O046025,,10,10,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00380,O046106,2024-10-02T06:45:00Z,10,6,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00381,O046208,,10,8,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00382,O046291,2024-10-02T04:15:00Z,10,4,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00383,O046427,,10,14,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00384,O046514,,10,12,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00385,O046589,2024-10-02T07:15:00Z,10,7,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00386,O046691,,10,8,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00387,O046730,,10,18,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00388,O046909,,10,15,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00389,O046945,,11,0,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00390,O046996,,11,13,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00391,O047041,,11,0,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00392,O047110,,11,17,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00393,O047169,,11,8,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00394,O047292,,11,15,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00395,O047442,,11,4,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00396,O047517,,11,23,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00397,O047621,,11,1,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00398,O047728,,11,4,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00399,O047955,,11,12,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00400,O048077,,11,19,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00401,O048218,,11,6,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00402,O048488,,11,2,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00403,O048549,,11,17,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00404,O048684,,11,3,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00405,O048745,,11,18,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00406,O048933,,11,17,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00407,O049006,,11,11,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00408,O049109,,11,13,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00409,O049204,,11,13,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00410,O049486,,11,11,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00411,O049740,,11,3,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00412,O049820,,11,23,3,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00413,O049909,2024-12-14T21:30:00Z,12,21,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00414,O049983,2024-12-15T15:45:00Z,12,15,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00415,O050716,2024-12-16T07:30:00Z,12,7,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00416,O050772,2024-12-14T21:45:00Z,12,21,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00417,O050846,2024-12-15T15:30:00Z,12,15,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00418,O051020,2024-12-15T11:15:00Z,12,11,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00419,O051403,2024-12-15T10:45:00Z,12,10,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00420,O051535,2024-12-14T19:15:00Z,12,19,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00421,O051583,2024-12-15T07:30:00Z,12,7,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00422,O051701,2024-12-15T13:15:00Z,12,13,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00423,O051792,2024-12-15T12:30:00Z,12,12,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00424,O052013,2024-12-14T19:15:00Z,12,19,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00425,O052087,2024-12-15T13:30:00Z,12,13,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00426,O052477,2024-12-14T15:30:00Z,12,15,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00427,O052567,2024-12-15T13:30:00Z,12,13,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00428,O052608,2024-12-16T00:15:00Z,12,0,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00429,O052663,2024-12-15T13:00:00Z,12,13,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_EXPANSION_SHOCK|8H|00430,O052695,2024-12-15T21:15:00Z,12,21,3,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00001,O001057,2023-07-06T00:30:00Z,7,0,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00002,O001134,2023-07-08T19:30:00Z,7,19,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00003,O001191,2023-07-10T09:45:00Z,7,9,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00004,O001388,2023-07-01T11:15:00Z,7,11,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00005,O001519,2023-07-04T19:30:00Z,7,19,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00006,O001650,2023-07-02T04:45:00Z,7,4,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00007,O001731,2023-07-09T00:30:00Z,7,0,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00008,O001873,2023-07-10T12:15:00Z,7,12,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00009,O001976,2023-07-05T14:45:00Z,7,14,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00010,O002057,2023-07-01T10:15:00Z,7,10,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00011,O002248,2023-07-08T10:30:00Z,7,10,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00012,O002453,2023-07-04T13:45:00Z,7,13,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00013,O002595,2023-07-10T00:15:00Z,7,0,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00014,O002632,2023-07-08T10:45:00Z,7,10,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
OI|OI_CONTRACTION_SHOCK|8H|00015,O002708,2023-07-05T05:00:00Z,7,5,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
