episode_view,episode_id,event_id,event_family,side,episode_start,episode_end,representative_event_id,is_representative,member_count
8H,FUNDING|FUNDING_HIGH|8H|00001,F000090,FUNDING,FUNDING_HIGH,2023-07-31T00:00:00Z,2023-07-31T08:00:00Z,F000090,1,1
8H,FUNDING|FUNDING_HIGH|8H|00002,F000091,FUNDING,FUNDING_HIGH,2023-07-31T08:00:00Z,2023-07-31T16:00:00Z,F000091,1,1
8H,FUNDING|FUNDING_HIGH|8H|00003,F000092,FUNDING,FUNDING_HIGH,2023-07-31T16:00:00Z,2023-08-01T00:00:00Z,F000092,1,1
8H,FUNDING|FUNDING_HIGH|8H|00004,F000093,FUNDING,FUNDING_HIGH,2023-08-01T00:00:00Z,2023-08-01T08:00:00Z,F000093,1,1
8H,FUNDING|FUNDING_HIGH|8H|00005,F000094,FUNDING,FUNDING_HIGH,2023-08-01T08:00:00Z,2023-08-01T16:00:00Z,F000094,1,1
8H,FUNDING|FUNDING_HIGH|8H|00006,F000095,FUNDING,FUNDING_HIGH,2023-08-01T16:00:00Z,2023-08-02T00:00:00Z,F000095,1,1
8H,FUNDING|FUNDING_HIGH|8H|00007,F000096,FUNDING,FUNDING_HIGH,2023-08-02T00:00:00Z,2023-08-02T08:00:00Z,F000096,1,1
8H,FUNDING|FUNDING_HIGH|8H|00008,F000097,FUNDING,FUNDING_HIGH,2023-08-02T08:00:00Z,2023-08-02T16:00:00Z,F000097,1,1
8H,FUNDING|FUNDING_HIGH|8H|00009,F000098,FUNDING,FUNDING_HIGH,2023-08-02T16:00:00Z,2023-08-03T00:00:00Z,F000098,1,1
8H,FUNDING|FUNDING_HIGH|8H|00010,F000099,FUNDING,FUNDING_HIGH,2023-08-03T00:00:00Z,2023-08-03T08:00:00Z,F000099,1,1
8H,FUNDING|FUNDING_HIGH|8H|00011,F000100,FUNDING,FUNDING_HIGH,2023-08-03T08:00:00Z,2023-08-03T16:00:00Z,F000100,1,1
8H,FUNDING|FUNDING_HIGH|8H|00012,F000101,FUNDING,FUNDING_HIGH,2023-08-03T16:00:00Z,2023-08-04T00:00:00Z,F000101,1,1
8H,FUNDING|FUNDING_HIGH|8H|00013,F000102,FUNDING,FUNDING_HIGH,2023-08-04T00:00:00Z,2023-08-04T08:00:00Z,F000102,1,1
8H,FUNDING|FUNDING_HIGH|8H|00014,F000103,FUNDING,FUNDING_HIGH,2023-08-04T08:00:00Z,2023-08-04T16:00:00Z,F000103,1,1
8H,FUNDING|FUNDING_HIGH|8H|00015,F000104,FUNDING,FUNDING_HIGH,2023-08-04T16:00:00Z,2023-08-05T00:00:00Z,F000104,1,1
8H,FUNDING|FUNDING_HIGH|8H|00016,F000105,FUNDING,FUNDING_HIGH,2023-08-05T00:00:00Z,2023-08-05T08:00:00Z,F000105,1,1
8H,FUNDING|FUNDING_HIGH|8H|00017,F000106,FUNDING,FUNDING_HIGH,2023-08-05T08:00:00Z,2023-08-05T16:00:00Z,F000106,1,1
8H,FUNDING|FUNDING_HIGH|8H|00018,F000107,FUNDING,FUNDING_HIGH,2023-08-05T16:00:00Z,2023-08-06T00:00:00Z,F000107,1,1
8H,FUNDING|FUNDING_HIGH|8H|00019,F000108,FUNDING,FUNDING_HIGH,2023-08-06T00:00:00Z,2023-08-06T08:00:00Z,F000108,1,1
8H,FUNDING|FUNDING_HIGH|8H|00020,F000109,FUNDING,FUNDING_HIGH,2023-08-06T08:00:00Z,2023-08-06T16:00:00Z,F000109,1,1
8H,FUNDING|FUNDING_HIGH|8H|00021,F000110,FUNDING,FUNDING_HIGH,2023-08-06T16:00:00Z,2023-08-07T00:00:00Z,F000110,1,1
8H,FUNDING|FUNDING_HIGH|8H|00022,F000111,FUNDING,FUNDING_HIGH,2023-08-07T00:00:00Z,2023-08-07T08:00:00Z,F000111,1,1
8H,FUNDING|FUNDING_HIGH|8H|00023,F000112,FUNDING,FUNDING_HIGH,2023-08-07T08:00:00Z,2023-08-07T16:00:00Z,F000112,1,1
8H,FUNDING|FUNDING_HIGH|8H|00024,F000113,FUNDING,FUNDING_HIGH,2023-08-07T16:00:00Z,2023-08-08T00:00:00Z,F000113,1,1
8H,FUNDING|FUNDING_HIGH|8H|00025,F000114,FUNDING,FUNDING_HIGH,2023-08-08T00:00:00Z,2023-08-08T08:00:00Z,F000114,1,1
8H,FUNDING|FUNDING_HIGH|8H|00026,F000116,FUNDING,FUNDING_HIGH,2023-08-08T16:00:00Z,2023-08-09T00:00:00Z,F000116,1,1
8H,FUNDING|FUNDING_HIGH|8H|00027,F000117,FUNDING,FUNDING_HIGH,2023-08-09T00:00:00Z,2023-08-09T08:00:00Z,F000117,1,1
8H,FUNDING|FUNDING_HIGH|8H|00028,F000118,FUNDING,FUNDING_HIGH,2023-08-09T08:00:00Z,2023-08-09T16:00:00Z,F000118,1,1
8H,FUNDING|FUNDING_HIGH|8H|00029,F000119,FUNDING,FUNDING_HIGH,2023-08-09T16:00:00Z,2023-08-10T00:00:00Z,F000119,1,1
8H,FUNDING|FUNDING_HIGH|8H|00030,F000120,FUNDING,FUNDING_HIGH,2023-08-10T00:00:00Z,2023-08-10T08:00:00Z,F000120,1,1
8H,FUNDING|FUNDING_HIGH|8H|00031,F000121,FUNDING,FUNDING_HIGH,2023-08-10T08:00:00Z,2023-08-10T16:00:00Z,F000121,1,1
8H,FUNDING|FUNDING_HIGH|8H|00032,F000122,FUNDING,FUNDING_HIGH,2023-08-10T16:00:00Z,2023-08-11T00:00:00Z,F000122,1,1
8H,FUNDING|FUNDING_HIGH|8H|00033,F000123,FUNDING,FUNDING_HIGH,2023-08-11T00:00:00Z,2023-08-11T08:00:00Z,F000123,1,1
8H,FUNDING|FUNDING_HIGH|8H|00034,F000124,FUNDING,FUNDING_HIGH,2023-08-11T08:00:00Z,2023-08-11T16:00:00Z,F000124,1,1
8H,FUNDING|FUNDING_HIGH|8H|00035,F000125,FUNDING,FUNDING_HIGH,2023-08-11T16:00:00Z,2023-08-12T00:00:00Z,F000125,1,1
8H,FUNDING|FUNDING_HIGH|8H|00036,F000126,FUNDING,FUNDING_HIGH,2023-08-12T00:00:00Z,2023-08-12T08:00:00Z,F000126,1,1
8H,FUNDING|FUNDING_HIGH|8H|00037,F000127,FUNDING,FUNDING_HIGH,2023-08-12T08:00:00Z,2023-08-12T16:00:00Z,F000127,1,1
8H,FUNDING|FUNDING_HIGH|8H|00038,F000128,FUNDING,FUNDING_HIGH,2023-08-12T16:00:00Z,2023-08-13T00:00:00Z,F000128,1,1
8H,FUNDING|FUNDING_HIGH|8H|00039,F000129,FUNDING,FUNDING_HIGH,2023-08-13T00:00:00Z,2023-08-13T08:00:00Z,F000129,1,1
8H,FUNDING|FUNDING_HIGH|8H|00040,F000130,FUNDING,FUNDING_HIGH,2023-08-13T08:00:00Z,2023-08-13T16:00:00Z,F000130,1,1
8H,FUNDING|FUNDING_HIGH|8H|00041,F000131,FUNDING,FUNDING_HIGH,2023-08-13T16:00:00Z,2023-08-14T00:00:00Z,F000131,1,1
8H,FUNDING|FUNDING_HIGH|8H|00042,F000132,FUNDING,FUNDING_HIGH,2023-08-14T00:00:00Z,2023-08-14T08:00:00Z,F000132,1,1
8H,FUNDING|FUNDING_HIGH|8H|00043,F000133,FUNDING,FUNDING_HIGH,2023-08-14T08:00:00Z,2023-08-14T16:00:00Z,F000133,1,1
8H,FUNDING|FUNDING_HIGH|8H|00044,F000134,FUNDING,FUNDING_HIGH,2023-08-14T16:00:00Z,2023-08-15T00:00:00Z,F000134,1,1
8H,FUNDING|FUNDING_HIGH|8H|00045,F000135,FUNDING,FUNDING_HIGH,2023-08-15T00:00:00Z,2023-08-15T08:00:00Z,F000135,1,1
8H,FUNDING|FUNDING_HIGH|8H|00046,F000136,FUNDING,FUNDING_HIGH,2023-08-15T08:00:00Z,2023-08-15T16:00:00Z,F000136,1,1
8H,FUNDING|FUNDING_HIGH|8H|00047,F000137,FUNDING,FUNDING_HIGH,2023-08-15T16:00:00Z,2023-08-16T00:00:00Z,F000137,1,1
8H,FUNDING|FUNDING_HIGH|8H|00048,F000139,FUNDING,FUNDING_HIGH,2023-08-16T08:00:00Z,2023-08-16T16:00:00Z,F000139,1,1
8H,FUNDING|FUNDING_HIGH|8H|00049,F000140,FUNDING,FUNDING_HIGH,2023-08-16T16:00:00Z,2023-08-17T00:00:00Z,F000140,1,1
8H,FUNDING|FUNDING_HIGH|8H|00050,F000143,FUNDING,FUNDING_HIGH,2023-08-17T16:00:00Z,2023-08-18T00:00:00Z,F000143,1,1
8H,FUNDING|FUNDING_HIGH|8H|00051,F000166,FUNDING,FUNDING_HIGH,2023-08-25T08:00:00Z,2023-08-25T16:00:00Z,F000166,1,1
8H,FUNDING|FUNDING_HIGH|8H|00052,F000172,FUNDING,FUNDING_HIGH,2023-08-27T08:00:00Z,2023-08-27T16:00:00Z,F000172,1,1
8H,FUNDING|FUNDING_HIGH|8H|00053,F000173,FUNDING,FUNDING_HIGH,2023-08-27T16:00:00Z,2023-08-28T00:00:00Z,F000173,1,1
8H,FUNDING|FUNDING_HIGH|8H|00054,F000177,FUNDING,FUNDING_HIGH,2023-08-29T00:00:00Z,2023-08-29T08:00:00Z,F000177,1,1
8H,FUNDING|FUNDING_HIGH|8H|00055,F000179,FUNDING,FUNDING_HIGH,2023-08-29T16:00:00Z,2023-08-30T00:00:00Z,F000179,1,1
8H,FUNDING|FUNDING_HIGH|8H|00056,F000180,FUNDING,FUNDING_HIGH,2023-08-30T00:00:00Z,2023-08-30T08:00:00Z,F000180,1,1
8H,FUNDING|FUNDING_HIGH|8H|00057,F000181,FUNDING,FUNDING_HIGH,2023-08-30T08:00:00Z,2023-08-30T16:00:00Z,F000181,1,1
8H,FUNDING|FUNDING_HIGH|8H|00058,F000183,FUNDING,FUNDING_HIGH,2023-08-31T00:00:00Z,2023-08-31T08:00:00Z,F000183,1,1
8H,FUNDING|FUNDING_HIGH|8H|00059,F000204,FUNDING,FUNDING_HIGH,2023-09-07T00:00:00Z,2023-09-07T08:00:00Z,F000204,1,1
8H,FUNDING|FUNDING_HIGH|8H|00060,F000205,FUNDING,FUNDING_HIGH,2023-09-07T08:00:00Z,2023-09-07T16:00:00Z,F000205,1,1
8H,FUNDING|FUNDING_HIGH|8H|00061,F000206,FUNDING,FUNDING_HIGH,2023-09-07T16:00:00Z,2023-09-08T00:00:00Z,F000206,1,1
8H,FUNDING|FUNDING_HIGH|8H|00062,F000209,FUNDING,FUNDING_HIGH,2023-09-08T16:00:00Z,2023-09-09T00:00:00Z,F000209,1,1
8H,FUNDING|FUNDING_HIGH|8H|00063,F000211,FUNDING,FUNDING_HIGH,2023-09-09T08:00:00Z,2023-09-09T16:00:00Z,F000211,1,1
8H,FUNDING|FUNDING_HIGH|8H|00064,F000212,FUNDING,FUNDING_HIGH,2023-09-09T16:00:00Z,2023-09-10T00:00:00Z,F000212,1,1
8H,FUNDING|FUNDING_HIGH|8H|00065,F000230,FUNDING,FUNDING_HIGH,2023-09-15T16:00:00Z,2023-09-16T00:00:00Z,F000230,1,1
8H,FUNDING|FUNDING_HIGH|8H|00066,F000231,FUNDING,FUNDING_HIGH,2023-09-16T00:00:00Z,2023-09-16T08:00:00Z,F000231,1,1
8H,FUNDING|FUNDING_HIGH|8H|00067,F000239,FUNDING,FUNDING_HIGH,2023-09-18T16:00:00Z,2023-09-19T00:00:00Z,F000239,1,1
8H,FUNDING|FUNDING_HIGH|8H|00068,F000240,FUNDING,FUNDING_HIGH,2023-09-19T00:00:00Z,2023-09-19T08:00:00Z,F000240,1,1
8H,FUNDING|FUNDING_HIGH|8H|00069,F000243,FUNDING,FUNDING_HIGH,2023-09-20T00:00:00Z,2023-09-20T08:00:00Z,F000243,1,1
8H,FUNDING|FUNDING_HIGH|8H|00070,F000244,FUNDING,FUNDING_HIGH,2023-09-20T08:00:00Z,2023-09-20T16:00:00Z,F000244,1,1
8H,FUNDING|FUNDING_HIGH|8H|00071,F000248,FUNDING,FUNDING_HIGH,2023-09-21T16:00:00Z,2023-09-22T00:00:00Z,F000248,1,1
8H,FUNDING|FUNDING_HIGH|8H|00072,F000249,FUNDING,FUNDING_HIGH,2023-09-22T00:00:00Z,2023-09-22T08:00:00Z,F000249,1,1
8H,FUNDING|FUNDING_HIGH|8H|00073,F000250,FUNDING,FUNDING_HIGH,2023-09-22T08:00:00Z,2023-09-22T16:00:00Z,F000250,1,1
8H,FUNDING|FUNDING_HIGH|8H|00074,F000251,FUNDING,FUNDING_HIGH,2023-09-22T16:00:00Z,2023-09-23T00:00:00Z,F000251,1,1
8H,FUNDING|FUNDING_HIGH|8H|00075,F000252,FUNDING,FUNDING_HIGH,2023-09-23T00:00:00Z,2023-09-23T08:00:00Z,F000252,1,1
8H,FUNDING|FUNDING_HIGH|8H|00076,F000253,FUNDING,FUNDING_HIGH,2023-09-23T08:00:00Z,2023-09-23T16:00:00Z,F000253,1,1
8H,FUNDING|FUNDING_HIGH|8H|00077,F000254,FUNDING,FUNDING_HIGH,2023-09-23T16:00:00Z,2023-09-24T00:00:00Z,F000254,1,1
8H,FUNDING|FUNDING_HIGH|8H|00078,F000255,FUNDING,FUNDING_HIGH,2023-09-24T00:00:00Z,2023-09-24T08:00:00Z,F000255,1,1
8H,FUNDING|FUNDING_HIGH|8H|00079,F000256,FUNDING,FUNDING_HIGH,2023-09-24T08:00:00Z,2023-09-24T16:00:00Z,F000256,1,1
8H,FUNDING|FUNDING_HIGH|8H|00080,F000257,FUNDING,FUNDING_HIGH,2023-09-24T16:00:00Z,2023-09-25T00:00:00Z,F000257,1,1
8H,FUNDING|FUNDING_HIGH|8H|00081,F000258,FUNDING,FUNDING_HIGH,2023-09-25T00:00:00Z,2023-09-25T08:00:00Z,F000258,1,1
8H,FUNDING|FUNDING_HIGH|8H|00082,F000259,FUNDING,FUNDING_HIGH,2023-09-25T08:00:00Z,2023-09-25T16:00:00Z,F000259,1,1
8H,FUNDING|FUNDING_HIGH|8H|00083,F000260,FUNDING,FUNDING_HIGH,2023-09-25T16:00:00Z,2023-09-26T00:00:00Z,F000260,1,1
8H,FUNDING|FUNDING_HIGH|8H|00084,F000264,FUNDING,FUNDING_HIGH,2023-09-27T00:00:00Z,2023-09-27T08:00:00Z,F000264,1,1
8H,FUNDING|FUNDING_HIGH|8H|00085,F000270,FUNDING,FUNDING_HIGH,2023-09-29T00:00:00Z,2023-09-29T08:00:00Z,F000270,1,1
8H,FUNDING|FUNDING_HIGH|8H|00086,F000273,FUNDING,FUNDING_HIGH,2023-09-30T00:00:00Z,2023-09-30T08:00:00Z,F000273,1,1
8H,FUNDING|FUNDING_HIGH|8H|00087,F000279,FUNDING,FUNDING_HIGH,2023-10-02T00:00:00Z,2023-10-02T08:00:00Z,F000279,1,1
8H,FUNDING|FUNDING_HIGH|8H|00088,F000280,FUNDING,FUNDING_HIGH,2023-10-02T08:00:00Z,2023-10-02T16:00:00Z,F000280,1,1
8H,FUNDING|FUNDING_HIGH|8H|00089,F000282,FUNDING,FUNDING_HIGH,2023-10-03T00:00:00Z,2023-10-03T08:00:00Z,F000282,1,1
8H,FUNDING|FUNDING_HIGH|8H|00090,F000283,FUNDING,FUNDING_HIGH,2023-10-03T08:00:00Z,2023-10-03T16:00:00Z,F000283,1,1
8H,FUNDING|FUNDING_HIGH|8H|00091,F000284,FUNDING,FUNDING_HIGH,2023-10-03T16:00:00Z,2023-10-04T00:00:00Z,F000284,1,1
8H,FUNDING|FUNDING_HIGH|8H|00092,F000285,FUNDING,FUNDING_HIGH,2023-10-04T00:00:00Z,2023-10-04T08:00:00Z,F000285,1,1
8H,FUNDING|FUNDING_HIGH|8H|00093,F000286,FUNDING,FUNDING_HIGH,2023-10-04T08:00:00Z,2023-10-04T16:00:00Z,F000286,1,1
8H,FUNDING|FUNDING_HIGH|8H|00094,F000289,FUNDING,FUNDING_HIGH,2023-10-05T08:00:00Z,2023-10-05T16:00:00Z,F000289,1,1
8H,FUNDING|FUNDING_HIGH|8H|00095,F000295,FUNDING,FUNDING_HIGH,2023-10-07T08:00:00Z,2023-10-07T16:00:00Z,F000295,1,1
8H,FUNDING|FUNDING_HIGH|8H|00096,F000296,FUNDING,FUNDING_HIGH,2023-10-07T16:00:00Z,2023-10-08T00:00:00Z,F000296,1,1
8H,FUNDING|FUNDING_HIGH|8H|00097,F000297,FUNDING,FUNDING_HIGH,2023-10-08T00:00:00Z,2023-10-08T08:00:00Z,F000297,1,1
8H,FUNDING|FUNDING_HIGH|8H|00098,F000298,FUNDING,FUNDING_HIGH,2023-10-08T08:00:00Z,2023-10-08T16:00:00Z,F000298,1,1
8H,FUNDING|FUNDING_HIGH|8H|00099,F000299,FUNDING,FUNDING_HIGH,2023-10-08T16:00:00Z,2023-10-09T00:00:00Z,F000299,1,1
8H,FUNDING|FUNDING_HIGH|8H|00100,F000301,FUNDING,FUNDING_HIGH,2023-10-09T08:00:00Z,2023-10-09T16:00:00Z,F000301,1,1
8H,FUNDING|FUNDING_HIGH|8H|00101,F000306,FUNDING,FUNDING_HIGH,2023-10-11T00:00:00Z,2023-10-11T08:00:00Z,F000306,1,1
8H,FUNDING|FUNDING_HIGH|8H|00102,F000307,FUNDING,FUNDING_HIGH,2023-10-11T08:00:00Z,2023-10-11T16:00:00Z,F000307,1,1
8H,FUNDING|FUNDING_HIGH|8H|00103,F000319,FUNDING,FUNDING_HIGH,2023-10-15T08:00:00Z,2023-10-15T16:00:00Z,F000319,1,1
8H,FUNDING|FUNDING_HIGH|8H|00104,F000320,FUNDING,FUNDING_HIGH,2023-10-15T16:00:00Z,2023-10-16T00:00:00Z,F000320,1,1
8H,FUNDING|FUNDING_HIGH|8H|00105,F000324,FUNDING,FUNDING_HIGH,2023-10-17T00:00:00Z,2023-10-17T08:00:00Z,F000324,1,1
8H,FUNDING|FUNDING_HIGH|8H|00106,F000327,FUNDING,FUNDING_HIGH,2023-10-18T00:00:00Z,2023-10-18T08:00:00Z,F000327,1,1
8H,FUNDING|FUNDING_HIGH|8H|00107,F000333,FUNDING,FUNDING_HIGH,2023-10-20T00:00:00Z,2023-10-20T08:00:00Z,F000333,1,1
8H,FUNDING|FUNDING_HIGH|8H|00108,F000334,FUNDING,FUNDING_HIGH,2023-10-20T08:00:00Z,2023-10-20T16:00:00Z,F000334,1,1
8H,FUNDING|FUNDING_HIGH|8H|00109,F000335,FUNDING,FUNDING_HIGH,2023-10-20T16:00:00Z,2023-10-21T00:00:00Z,F000335,1,1
8H,FUNDING|FUNDING_HIGH|8H|00110,F000338,FUNDING,FUNDING_HIGH,2023-10-21T16:00:00Z,2023-10-22T00:00:00Z,F000338,1,1
8H,FUNDING|FUNDING_HIGH|8H|00111,F000339,FUNDING,FUNDING_HIGH,2023-10-22T00:00:00Z,2023-10-22T08:00:00Z,F000339,1,1
8H,FUNDING|FUNDING_HIGH|8H|00112,F000340,FUNDING,FUNDING_HIGH,2023-10-22T08:00:00Z,2023-10-22T16:00:00Z,F000340,1,1
8H,FUNDING|FUNDING_HIGH|8H|00113,F000341,FUNDING,FUNDING_HIGH,2023-10-22T16:00:00Z,2023-10-23T00:00:00Z,F000341,1,1
8H,FUNDING|FUNDING_HIGH|8H|00114,F000342,FUNDING,FUNDING_HIGH,2023-10-23T00:00:00Z,2023-10-23T08:00:00Z,F000342,1,1
8H,FUNDING|FUNDING_HIGH|8H|00115,F000343,FUNDING,FUNDING_HIGH,2023-10-23T08:00:00Z,2023-10-23T16:00:00Z,F000343,1,1
8H,FUNDING|FUNDING_HIGH|8H|00116,F000344,FUNDING,FUNDING_HIGH,2023-10-23T16:00:00Z,2023-10-24T00:00:00Z,F000344,1,1
8H,FUNDING|FUNDING_HIGH|8H|00117,F000345,FUNDING,FUNDING_HIGH,2023-10-24T00:00:00Z,2023-10-24T08:00:00Z,F000345,1,1
8H,FUNDING|FUNDING_HIGH|8H|00118,F000346,FUNDING,FUNDING_HIGH,2023-10-24T08:00:00Z,2023-10-24T16:00:00Z,F000346,1,1
8H,FUNDING|FUNDING_HIGH|8H|00119,F000347,FUNDING,FUNDING_HIGH,2023-10-24T16:00:00Z,2023-10-25T00:00:00Z,F000347,1,1
8H,FUNDING|FUNDING_HIGH|8H|00120,F000348,FUNDING,FUNDING_HIGH,2023-10-25T00:00:00Z,2023-10-25T08:00:00Z,F000348,1,1
8H,FUNDING|FUNDING_HIGH|8H|00121,F000349,FUNDING,FUNDING_HIGH,2023-10-25T08:00:00Z,2023-10-25T16:00:00Z,F000349,1,1
8H,FUNDING|FUNDING_HIGH|8H|00122,F000350,FUNDING,FUNDING_HIGH,2023-10-25T16:00:00Z,2023-10-26T00:00:00Z,F000350,1,1
8H,FUNDING|FUNDING_HIGH|8H|00123,F000351,FUNDING,FUNDING_HIGH,2023-10-26T00:00:00Z,2023-10-26T08:00:00Z,F000351,1,1
8H,FUNDING|FUNDING_HIGH|8H|00124,F000352,FUNDING,FUNDING_HIGH,2023-10-26T08:00:00Z,2023-10-26T16:00:00Z,F000352,1,1
8H,FUNDING|FUNDING_HIGH|8H|00125,F000353,FUNDING,FUNDING_HIGH,2023-10-26T16:00:00Z,2023-10-27T00:00:00Z,F000353,1,1
8H,FUNDING|FUNDING_HIGH|8H|00126,F000354,FUNDING,FUNDING_HIGH,2023-10-27T00:00:00Z,2023-10-27T08:00:00Z,F000354,1,1
8H,FUNDING|FUNDING_HIGH|8H|00127,F000355,FUNDING,FUNDING_HIGH,2023-10-27T08:00:00Z,2023-10-27T16:00:00Z,F000355,1,1
8H,FUNDING|FUNDING_HIGH|8H|00128,F000356,FUNDING,FUNDING_HIGH,2023-10-27T16:00:00Z,2023-10-28T00:00:00Z,F000356,1,1
8H,FUNDING|FUNDING_HIGH|8H|00129,F000357,FUNDING,FUNDING_HIGH,2023-10-28T00:00:00Z,2023-10-28T08:00:00Z,F000357,1,1
8H,FUNDING|FUNDING_HIGH|8H|00130,F000358,FUNDING,FUNDING_HIGH,2023-10-28T08:00:00Z,2023-10-28T16:00:00Z,F000358,1,1
8H,FUNDING|FUNDING_HIGH|8H|00131,F000359,FUNDING,FUNDING_HIGH,2023-10-28T16:00:00Z,2023-10-29T00:00:00Z,F000359,1,1
8H,FUNDING|FUNDING_HIGH|8H|00132,F000360,FUNDING,FUNDING_HIGH,2023-10-29T00:00:00Z,2023-10-29T08:00:00Z,F000360,1,1
8H,FUNDING|FUNDING_HIGH|8H|00133,F000361,FUNDING,FUNDING_HIGH,2023-10-29T08:00:00Z,2023-10-29T16:00:00Z,F000361,1,1
8H,FUNDING|FUNDING_HIGH|8H|00134,F000362,FUNDING,FUNDING_HIGH,2023-10-29T16:00:00Z,2023-10-30T00:00:00Z,F000362,1,1
8H,FUNDING|FUNDING_HIGH|8H|00135,F000363,FUNDING,FUNDING_HIGH,2023-10-30T00:00:00Z,2023-10-30T08:00:00Z,F000363,1,1
8H,FUNDING|FUNDING_HIGH|8H|00136,F000364,FUNDING,FUNDING_HIGH,2023-10-30T08:00:00Z,2023-10-30T16:00:00Z,F000364,1,1
8H,FUNDING|FUNDING_HIGH|8H|00137,F000365,FUNDING,FUNDING_HIGH,2023-10-30T16:00:00Z,2023-10-31T00:00:00Z,F000365,1,1
8H,FUNDING|FUNDING_HIGH|8H|00138,F000366,FUNDING,FUNDING_HIGH,2023-10-31T00:00:00Z,2023-10-31T08:00:00Z,F000366,1,1
8H,FUNDING|FUNDING_HIGH|8H|00139,F000367,FUNDING,FUNDING_HIGH,2023-10-31T08:00:00Z,2023-10-31T16:00:00Z,F000367,1,1
8H,FUNDING|FUNDING_HIGH|8H|00140,F000368,FUNDING,FUNDING_HIGH,2023-10-31T16:00:00Z,2023-11-01T00:00:00Z,F000368,1,1
8H,FUNDING|FUNDING_HIGH|8H|00141,F000369,FUNDING,FUNDING_HIGH,2023-11-01T00:00:00Z,2023-11-01T08:00:00Z,F000369,1,1
8H,FUNDING|FUNDING_HIGH|8H|00142,F000370,FUNDING,FUNDING_HIGH,2023-11-01T08:00:00Z,2023-11-01T16:00:00Z,F000370,1,1
8H,FUNDING|FUNDING_HIGH|8H|00143,F000371,FUNDING,FUNDING_HIGH,2023-11-01T16:00:00Z,2023-11-02T00:00:00Z,F000371,1,1
8H,FUNDING|FUNDING_HIGH|8H|00144,F000372,FUNDING,FUNDING_HIGH,2023-11-02T00:00:00Z,2023-11-02T08:00:00Z,F000372,1,1
8H,FUNDING|FUNDING_HIGH|8H|00145,F000373,FUNDING,FUNDING_HIGH,2023-11-02T08:00:00Z,2023-11-02T16:00:00Z,F000373,1,1
8H,FUNDING|FUNDING_HIGH|8H|00146,F000374,FUNDING,FUNDING_HIGH,2023-11-02T16:00:00Z,2023-11-03T00:00:00Z,F000374,1,1
8H,FUNDING|FUNDING_HIGH|8H|00147,F000375,FUNDING,FUNDING_HIGH,2023-11-03T00:00:00Z,2023-11-03T08:00:00Z,F000375,1,1
8H,FUNDING|FUNDING_HIGH|8H|00148,F000376,FUNDING,FUNDING_HIGH,2023-11-03T08:00:00Z,2023-11-03T16:00:00Z,F000376,1,1
8H,FUNDING|FUNDING_HIGH|8H|00149,F000377,FUNDING,FUNDING_HIGH,2023-11-03T16:00:00Z,2023-11-04T00:00:00Z,F000377,1,1
8H,FUNDING|FUNDING_HIGH|8H|00150,F000378,FUNDING,FUNDING_HIGH,2023-11-04T00:00:00Z,2023-11-04T08:00:00Z,F000378,1,1
8H,FUNDING|FUNDING_HIGH|8H|00151,F000379,FUNDING,FUNDING_HIGH,2023-11-04T08:00:00Z,2023-11-04T16:00:00Z,F000379,1,1
8H,FUNDING|FUNDING_HIGH|8H|00152,F000380,FUNDING,FUNDING_HIGH,2023-11-04T16:00:00Z,2023-11-05T00:00:00Z,F000380,1,1
8H,FUNDING|FUNDING_HIGH|8H|00153,F000381,FUNDING,FUNDING_HIGH,2023-11-05T00:00:00Z,2023-11-05T08:00:00Z,F000381,1,1
8H,FUNDING|FUNDING_HIGH|8H|00154,F000382,FUNDING,FUNDING_HIGH,2023-11-05T08:00:00Z,2023-11-05T16:00:00Z,F000382,1,1
8H,FUNDING|FUNDING_HIGH|8H|00155,F000383,FUNDING,FUNDING_HIGH,2023-11-05T16:00:00Z,2023-11-06T00:00:00Z,F000383,1,1
8H,FUNDING|FUNDING_HIGH|8H|00156,F000384,FUNDING,FUNDING_HIGH,2023-11-06T00:00:00Z,2023-11-06T08:00:00Z,F000384,1,1
8H,FUNDING|FUNDING_HIGH|8H|00157,F000385,FUNDING,FUNDING_HIGH,2023-11-06T08:00:00Z,2023-11-06T16:00:00Z,F000385,1,1
8H,FUNDING|FUNDING_HIGH|8H|00158,F000386,FUNDING,FUNDING_HIGH,2023-11-06T16:00:00Z,2023-11-07T00:00:00Z,F000386,1,1
8H,FUNDING|FUNDING_HIGH|8H|00159,F000387,FUNDING,FUNDING_HIGH,2023-11-07T00:00:00Z,2023-11-07T08:00:00Z,F000387,1,1
8H,FUNDING|FUNDING_HIGH|8H|00160,F000388,FUNDING,FUNDING_HIGH,2023-11-07T08:00:00Z,2023-11-07T16:00:00Z,F000388,1,1
8H,FUNDING|FUNDING_HIGH|8H|00161,F000389,FUNDING,FUNDING_HIGH,2023-11-07T16:00:00Z,2023-11-08T00:00:00Z,F000389,1,1
8H,FUNDING|FUNDING_HIGH|8H|00162,F000390,FUNDING,FUNDING_HIGH,2023-11-08T00:00:00Z,2023-11-08T08:00:00Z,F000390,1,1
8H,FUNDING|FUNDING_HIGH|8H|00163,F000391,FUNDING,FUNDING_HIGH,2023-11-08T08:00:00Z,2023-11-08T16:00:00Z,F000391,1,1
8H,FUNDING|FUNDING_HIGH|8H|00164,F000392,FUNDING,FUNDING_HIGH,2023-11-08T16:00:00Z,2023-11-09T00:00:00Z,F000392,1,1
