event_id,direction,pc1,pc2,cluster_id,signed_return_atr,signed_efficiency,mfe_atr,explained_pc1,explained_pc2
F026,LONG,-2.3977204402107613,1.1674968014057545,1,-2.4497041420118437,-0.20679320679320762,1.8106508875739646,0.3954080294385023,0.27196710366893045
F027,LONG,-2.4081941902656783,1.3356315500159697,1,-2.0173787110789254,-0.2151351351351349,1.2671976828385239,0.3954080294385023,0.27196710366893045
F028,SHORT,-0.10617199961340935,0.8014906974355203,1,0.4458598726114635,0.04132231404958669,1.558858221278604,0.3954080294385023,0.27196710366893045
F029,SHORT,1.3690379170006044,0.7519098443549846,1,2.1563559322033905,0.22293774915670048,2.405508474576274,0.3954080294385023,0.27196710366893045
F030,SHORT,0.3403975416417354,1.2648628952313794,1,-0.1748438893844797,-0.026565464895635924,1.3862622658340766,0.3954080294385023,0.27196710366893045
F031,LONG,-1.338047551143184,2.1952196285662247,1,-1.5479115479115424,-0.1741935483870962,1.7428337428337477,0.3954080294385023,0.27196710366893045
F032,LONG,0.10019743658589744,0.6969138660668787,1,-0.5113402061855656,-0.0440653873489693,3.402061855670104,0.3954080294385023,0.27196710366893045
F033,LONG,0.1208579844602033,0.7941208709529489,1,1.0104463437796765,0.0992167101827675,3.031339031339029,0.3954080294385023,0.27196710366893045
F034,SHORT,2.1544382893437333,0.16728191485327193,1,2.9983193277310924,0.251551043429216,3.3848739495798346,0.3954080294385023,0.27196710366893045
F035,SHORT,3.743196823898705,-2.620270185746668,1,7.794974874371857,0.35974025974025997,9.694472361809044,0.3954080294385023,0.27196710366893045
F036,SHORT,3.4112832713814307,-2.615650334999912,1,7.828571428571424,0.3553826199740599,9.814285714285711,0.3954080294385023,0.27196710366893045
F037,LONG,-1.0712568761176555,-0.012676398363477503,1,-0.4360400444938803,-0.03636363636363626,1.666295884315908,0.3954080294385023,0.27196710366893045
F038,LONG,0.47529723842086846,1.6709536697302112,1,0.6556016597510345,0.09283196239717934,2.0912863070539425,0.3954080294385023,0.27196710366893045
F039,LONG,0.06094070096452489,1.2352142791310807,1,0.5561160151324063,0.06652587117212219,1.447667087011352,0.3954080294385023,0.27196710366893045
F040,SHORT,0.4427753488591911,0.551032981321544,1,1.1713945172824796,0.10077519379844975,2.406197854588797,0.3954080294385023,0.27196710366893045
F041,SHORT,2.1825960593894105,0.18400868074897248,1,2.492560287326835,0.2879668049792535,3.483837865572087,0.3954080294385023,0.27196710366893045
F042,SHORT,2.239800961604357,0.10941702948145611,1,2.5494736842105277,0.2873754152823924,3.8536842105263167,0.3954080294385023,0.27196710366893045
F043,LONG,0.08398652961352202,2.0919253710810835,1,-0.040579710144928685,-0.005037783375315001,2.3231884057971035,0.3954080294385023,0.27196710366893045
F044,LONG,0.052096956370573155,2.1608348281205307,1,-0.0266159695817461,-0.003773584905659956,2.067173637515845,0.3954080294385023,0.27196710366893045
F045,LONG,1.6111279130351583,0.8427626850471078,1,1.3339090385722512,0.12571211545765296,4.594127806563037,0.3954080294385023,0.27196710366893045
