open_time,close_time,open,high,low,close,timeframe,ema27,ema200,signed_ema_distance_pct,ema27_slope_6,ema200_slope_24,ema200_slope_change_12,ema_distance_change_6,ema27_slope_noise,ema200_slope_noise,distance_noise,eps_fast,eps_slow,eps_distance,warmup,MODEL_A_state,MODEL_B_state,MODEL_C_state,MODEL_A_direction,MODEL_A_condition,MODEL_B_direction,MODEL_B_condition,MODEL_C_direction,MODEL_C_condition
2023-07-03 12:00:00,2023-07-03 15:59:59.999,0.2947,0.2956,0.2908,0.2954,4H,0.28973011187151093,0.28667878743462705,1.064370497792654,0.12674284102293099,,,0.6164183349376797,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-03 16:00:00,2023-07-03 19:59:59.999,0.2954,0.2993,0.2914,0.2984,4H,0.29034938959497447,0.28679541641537704,1.2392015270042105,0.15529748174085328,,,0.7580335903176116,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-03 20:00:00,2023-07-03 23:59:59.999,0.2983,0.2991,0.2947,0.2967,4H,0.29080300462390485,0.2868939694858708,1.3625365304956503,0.16514921501319763,,,0.8018439219228386,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-04 00:00:00,2023-07-04 03:59:59.999,0.2966,0.3002,0.2947,0.2998,4H,0.2914456471507688,0.28702238769994176,1.5410851697921237,0.17247822149945025,,,0.8326701651659626,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-04 04:00:00,2023-07-04 07:59:59.999,0.2998,0.3016,0.2945,0.295,4H,0.2916995294971425,0.287101766926808,1.6014400118640277,0.16322796450921978,,,0.7771054598246602,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-04 08:00:00,2023-07-04 11:59:59.999,0.2951,0.2988,0.2922,0.2968,4H,0.2920638488187752,0.28719826675838206,1.6941543956066056,0.15957713764166065,,,0.7510583872907557,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-04 12:00:00,2023-07-04 15:59:59.999,0.2968,0.297,0.2924,0.2936,4H,0.2921735739031484,0.2872619655966071,1.7098011205000665,0.14055966406425108,,,0.6454306227074125,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-04 16:00:00,2023-07-04 19:59:59.999,0.2937,0.2952,0.289,0.292,4H,0.29216117576720924,0.28730911021753636,1.6887962745069702,0.10400034333130821,,,0.44959474750275974,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-04 20:00:00,2023-07-04 23:59:59.999,0.2919,0.2967,0.2916,0.2924,4H,0.29217823464098003,0.2873597658372624,1.676807046970663,0.07881796240114167,,,0.3142705164750128,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-05 00:00:00,2023-07-05 03:59:59.999,0.2924,0.2943,0.291,0.2942,4H,0.2923226464523386,0.28742782786873244,1.7029730975949837,0.05015225023622024,0.020801688064284174,,0.16188792780286,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-05 04:00:00,2023-07-05 07:59:59.999,0.2942,0.2963,0.293,0.2951,4H,0.29252102884860015,0.2875041678899391,1.7449698192137448,0.0469375315113818,0.021855578576136327,,0.1435298073497171,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-05 08:00:00,2023-07-05 11:59:59.999,0.2952,0.2957,0.283,0.286,4H,0.2920552410737001,0.2874892010452631,1.5882474930660555,-0.0004912022439536774,0.021361275517684887,,-0.10590690254055013,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-05 12:00:00,2023-07-05 15:59:59.999,0.286,0.2869,0.2797,0.2826,4H,0.291379866711293,0.28744055227864357,1.3704797049063173,-0.045276008438651275,0.020291764459065553,,-0.3393214155937492,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-05 16:00:00,2023-07-05 19:59:59.999,0.2826,0.2884,0.2812,0.2826,4H,0.2907527333747721,0.2873923875793536,1.169253585219146,-0.08034619867718548,0.019291315818860864,,-0.5195426892878243,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-05 20:00:00,2023-07-05 23:59:59.999,0.2825,0.2852,0.2815,0.2839,4H,0.29026325241943124,0.2873576374541859,1.0111493785191554,-0.10923596139310043,0.01786353649760134,,-0.6656576684515076,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-06 00:00:00,2023-07-06 03:59:59.999,0.2839,0.2854,0.2813,0.2849,4H,0.2898801629609004,0.28733318335016417,0.8864202808181463,-0.1392572853477954,0.017104556773404424,,-0.8165528167768374,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-06 04:00:00,2023-07-06 07:59:59.999,0.2849,0.2919,0.2833,0.288,4H,0.2897458656065504,0.2873398183417048,0.837352539140377,-0.15811759203393133,0.01674418578720601,,-0.9076172800733678,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-06 08:00:00,2023-07-06 11:59:59.999,0.2881,0.2937,0.2864,0.2878,4H,0.2896068752060825,0.2873443972636779,0.7873749980684347,-0.13972047768637436,0.016184011488615258,,-0.8008724949976208,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-06 12:00:00,2023-07-06 15:59:59.999,0.2877,0.2889,0.2761,0.2824,4H,0.28909209840564803,0.28729519928095476,0.6254539335117923,-0.13085829227360196,0.015051014663393833,,-0.745025771394525,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-06 16:00:00,2023-07-06 19:59:59.999,0.2825,0.2879,0.2802,0.2838,4H,0.28871409137667314,0.28726042117865674,0.5060461138544087,-0.11686000761061226,0.014103195421718192,,-0.6632074713647372,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-06 20:00:00,2023-07-06 23:59:59.999,0.2838,0.2848,0.2784,0.2784,4H,0.28797737056405365,0.28717225778384425,0.2803588293739034,-0.1312533729481813,0.012049080234211956,,-0.730790549145252,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-07 00:00:00,2023-07-07 03:59:59.999,0.2783,0.2828,0.2761,0.2819,4H,0.2875432726666213,0.2871197975073881,0.14749075574361672,-0.13435956145979033,0.010014932622201544,-0.01078675544208263,-0.7389295250745296,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-07 04:00:00,2023-07-07 07:59:59.999,0.2819,0.2824,0.2788,0.2796,4H,0.2869758960475769,0.2870449736515932,-0.024065080512489408,-0.15933328063053404,0.0077999063897678704,-0.014055672186368457,-0.8614176196528665,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-07 08:00:00,2023-07-07 11:59:59.999,0.2795,0.2835,0.2785,0.2822,4H,0.28663476061560716,0.28699676495854254,-0.12613533918672087,-0.17104304978720064,0.005897308177168123,-0.015463967340516764,-0.9135103372551556,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-07 12:00:00,2023-07-07 15:59:59.999,0.2822,0.2854,0.2809,0.2841,4H,0.286453706285921,0.28696794142661675,-0.17919602382737315,-0.15210793459234745,0.004202641955961909,-0.016089122503103646,-0.8046499573391654,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-07 16:00:00,2023-07-07 19:59:59.999,0.2841,0.2855,0.2811,0.283,4H,0.2862070129797838,0.2869284594223718,-0.2514377430668105,-0.1447267078268144,0.0019328965204771602,-0.017358419298383703,-0.7574838569212192,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-07 20:00:00,2023-07-07 23:59:59.999,0.283,0.2852,0.2826,0.2844,4H,0.286077940624085,0.2869033006221492,-0.28767880894866704,-0.10992935175475245,0.0001355195250805445,-0.017728016972520796,-0.5680376383225705,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-08 00:00:00,2023-07-08 03:59:59.999,0.2844,0.2866,0.283,0.2833,4H,0.2858795162937932,0.28686744688461535,-0.34438574385176146,-0.09643513000082335,-0.0022492556615535024,-0.019353812434957925,-0.49187649959537816,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-08 04:00:00,2023-07-08 07:59:59.999,0.2832,0.288,0.2817,0.2847,4H,0.28579526512995085,0.2868458802489475,-0.36626467079982866,-0.06856736831016655,-0.003713646566853394,-0.020457832354059406,-0.34219959028733926,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-08 08:00:00,2023-07-08 11:59:59.999,0.2846,0.2873,0.2841,0.286,4H,0.28580988904924004,0.2868374635300525,-0.35824277211432515,-0.04796298749644157,-0.00523452596589378,-0.021418537454509036,-0.23210743292760427,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-08 12:00:00,2023-07-08 15:59:59.999,0.2861,0.2905,0.2849,0.289,4H,0.2860377541171515,0.2868589813058729,-0.2862825437721772,-0.024201244368745232,-0.005845191541126171,-0.020896206204520006,-0.10708651994480406,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-08 16:00:00,2023-07-08 19:59:59.999,0.289,0.2931,0.2865,0.2896,4H,0.2862922002516407,0.2868862551237249,-0.2070698269695759,0.004960702568046482,-0.006132406392823457,-0.02023560181454165,0.04436791609723459,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-08 20:00:00,2023-07-08 23:59:59.999,0.2896,0.2908,0.2878,0.2907,4H,0.28660704309080925,0.2869242028339366,-0.11053781451504516,0.030825076642286103,-0.006315587855186082,-0.018364668089398038,0.17714099443362188,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-09 00:00:00,2023-07-09 03:59:59.999,0.2907,0.2918,0.2895,0.29,4H,0.2868493971557514,0.2869548077808626,-0.036734225129852485,0.05654368400436575,-0.006857084950352236,-0.01687201757255378,0.307651518721909,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-09 04:00:00,2023-07-09 07:59:59.999,0.29,0.2903,0.2853,0.2862,4H,0.28680301164462635,0.28694729725567986,-0.050282965699078856,0.0587685567042362,-0.008070471904608283,-0.015870378294376153,0.3159817051007498,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-09 08:00:00,2023-07-09 11:59:59.999,0.2863,0.2871,0.2854,0.2865,4H,0.28678136795572445,0.28694284653671787,-0.05627552069772527,0.05665064691055729,-0.007918478713849392,-0.013815786891017515,0.30196725141659986,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-09 12:00:00,2023-07-09 15:59:59.999,0.2865,0.2888,0.2847,0.2863,4H,0.2867469845303156,0.28693645005376545,-0.06603048285233097,0.04132498845319521,-0.007307340319037681,-0.01150998227499959,0.22025206091984623,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-09 16:00:00,2023-07-09 19:59:59.999,0.2863,0.2866,0.2839,0.2853,4H,0.2866436284924359,0.28692016696865336,-0.09638167966340952,0.020458599086662733,-0.006846339579451762,-0.008779236099928922,0.11068814730616638,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-09 20:00:00,2023-07-09 23:59:59.999,0.2852,0.2857,0.283,0.2844,4H,0.2864833693144048,0.2868950906804081,-0.14350938004090968,-0.007191831660911345,-0.006706897513317674,-0.006842417038398219,-0.03297156552586453,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-10 00:00:00,2023-07-10 03:59:59.999,0.2843,0.2865,0.2781,0.2842,4H,0.28632027150623307,0.28686827385771746,-0.19102926375057785,-0.03074352225505006,-0.0067417304977053045,-0.004492474836151802,-0.15429503862072536,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-10 04:00:00,2023-07-10 07:59:59.999,0.2841,0.2866,0.2816,0.2832,4H,0.2860973949700736,0.28683177362032725,-0.25603113664309196,-0.04100472251590086,-0.007367071566887391,-0.0036534250000339976,-0.2057481709440131,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-10 08:00:00,2023-07-10 11:59:59.999,0.2833,0.2866,0.2802,0.2851,4H,0.2860261524722112,0.28681454204201556,-0.2748778232063559,-0.04389031552134992,-0.007683219548679232,-0.002448693582785452,-0.21860230250863064,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-10 12:00:00,2023-07-10 15:59:59.999,0.285,0.289,0.2848,0.2879,4H,0.2861599987241961,0.28682534261871195,-0.23196830811435748,-0.03411752275157369,-0.0068143710635547765,-0.0009691795224286053,-0.1659378252620265,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-10 16:00:00,2023-07-10 19:59:59.999,0.2878,0.2915,0.2861,0.2913,4H,0.28652714167246784,0.2868698665727546,-0.11947051266879236,-0.00677303385279715,-0.00566493236780948,0.00046747402501397684,-0.023088833005382836,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-10 20:00:00,2023-07-10 23:59:59.999,0.2913,0.2927,0.2863,0.2878,4H,0.28661806012443447,0.2868791216317322,-0.09100052517339911,0.007835871377803727,-0.004253198561818272,0.0020623892933678096,0.05250885486751057,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-11 00:00:00,2023-07-11 03:59:59.999,0.2878,0.2915,0.2874,0.2902,4H,0.28687391297268916,0.2869121651975856,-0.013332381661163906,0.03222739949821178,-0.0030131486288567655,0.003843936321495471,0.17769688208941395,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-11 04:00:00,2023-07-11 07:59:59.999,0.2902,0.2941,0.2894,0.2915,4H,0.2872043477603542,0.2869578152951221,0.08591244151289276,0.06448577825489687,-0.0012651669667291623,0.0068053049378791215,0.34194357815598475,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-11 08:00:00,2023-07-11 11:59:59.999,0.2916,0.2935,0.2895,0.2913,4H,0.28749689434890036,0.28700102111308107,0.17277751622490217,0.08569973199869332,6.1791557986098e-05,0.007980270271835491,0.44765533943125807,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-11 12:00:00,2023-07-11 15:59:59.999,0.2913,0.2925,0.2897,0.2905,4H,0.28771140189540745,0.28703583682339867,0.23535913824740437,0.09035756092908484,0.0009858156461132563,0.008293155965150937,0.4673274463617618,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-11 16:00:00,2023-07-11 19:59:59.999,0.2906,0.2922,0.2883,0.2897,4H,0.28785344461716406,0.287062345909733,0.2755842828929608,0.07714818550606703,0.0019442489780493084,0.00879058855750107,0.39505479556175316,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-11 20:00:00,2023-07-11 23:59:59.999,0.2897,0.2931,0.2896,0.2927,4H,0.2881996271445095,0.2871184419703327,0.37656416869540027,0.09196716467601376,0.0031244753272411754,0.00983137284055885,0.4675646938687994,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-12 00:00:00,2023-07-12 03:59:59.999,0.2927,0.2954,0.2923,0.2932,4H,0.2885567966341874,0.2871789549855533,0.4797850346322887,0.09777138929896549,0.00452456503751327,0.011266295535218573,0.4931174162934526,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-12 04:00:00,2023-07-12 07:59:59.999,0.2932,0.2947,0.2925,0.2936,4H,0.28891702544603115,0.2872428459807219,0.5828446169279338,0.09938786901106944,0.005766245905144962,0.013133317472032353,0.496932175415041,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-12 08:00:00,2023-07-12 11:59:59.999,0.2937,0.2941,0.2915,0.2925,4H,0.2891729521998861,0.2872951559709635,0.6536122137445214,0.0971638235595281,0.006648545185343931,0.014331764734023162,0.4808346975196192,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-12 12:00:00,2023-07-12 15:59:59.999,0.2924,0.2954,0.2901,0.2907,4H,0.2892820270427514,0.2873290350160286,0.6797057688979764,0.09098383177244354,0.006827595624626463,0.01364196668818124,0.444346630650572,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-12 16:00:00,2023-07-12 19:59:59.999,0.2906,0.2907,0.2848,0.2861,4H,0.2890547393968406,0.287316805811889,0.6048840686644225,0.06955476835757146,0.006253214187309138,0.011918146555118619,0.3292997857714617,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-12 20:00:00,2023-07-12 23:59:59.999,0.2862,0.2892,0.2857,0.289,4H,0.28905082943992344,0.2873335540127657,0.5976592024060722,0.04922527160818498,0.005944531325491331,0.010197729887309603,0.2210950337106719,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-13 00:00:00,2023-07-13 03:59:59.999,0.289,0.2891,0.2857,0.2867,4H,0.2888829130513575,0.2873272499927382,0.5414255204331069,0.018836061679713044,0.005407968458457738,0.008421117087314503,0.06164048580081816,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-13 04:00:00,2023-07-13 07:59:59.999,0.2866,0.2881,0.2858,0.2863,4H,0.28869841926197487,0.2873170285997756,0.4807896938553946,-0.012610667008333687,0.005368746392801308,0.00663391335953047,-0.10205492307253916,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-13 08:00:00,2023-07-13 11:59:59.999,0.2863,0.2895,0.2859,0.2889,4H,0.2887128178861196,0.2873327795589818,0.4802926868476222,-0.026520133266616508,0.005662176094331506,0.005600384536345408,-0.17331952689689917,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-13 12:00:00,2023-07-13 15:59:59.999,0.2889,0.3137,0.2876,0.3112,4H,0.2903190451799682,0.28757026433948946,0.9558640726614523,0.059746662442065425,0.00920375524506763,0.008217939598954374,0.27615830376347594,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-13 16:00:00,2023-07-13 19:59:59.999,0.3112,0.3673,0.3095,0.3478,4H,0.29442482766711336,0.28816956519183284,2.1706881054966467,0.30963502400262277,0.018143813259676365,0.016199564281627058,1.5658040368322244,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-13 20:00:00,2023-07-13 23:59:59.999,0.3478,0.36,0.335,0.3567,4H,0.2988730542623195,0.28885146006554596,3.4694628839679296,0.5663493419380032,0.0284129612863319,0.025288485959090723,2.8718036815618575,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
2023-07-14 00:00:00,2023-07-14 03:59:59.999,0.3567,0.3793,0.3535,0.3611,4H,0.30331783610072527,0.2895703510101674,4.7475458183476595,0.8328012490653106,0.039246775708138656,0.034722210670625385,4.206120297914553,,,,,,,True,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP,WARMUP
