instrument,child_scale,parent_direction,parent_start,counter_start,balance_start,reassertion_time,end_time,parent_invalidation_boundary,parent_intact,child_counter_motion,counter_progress_decay,balance_or_overlap,failed_counter_extension,parent_reassertion,reassertion_atr,counter_displacement_atr,counter_efficiency,overlap_ratio,alternation_rate,parent_elapsed_bars,child_elapsed_bars,child_parent_amplitude_ratio,child_parent_duration_ratio,parameter_factor,diagnostic_flag,diagnostic_reason,interval_id,source_end_time,representation,origin_time,age_bars,duration_hours,validity,invalid_reason,minimum_history_flag,cap_hit_flag,zero_denominator_flag,origin_reason,causal_end_assertion,displacement_atr,extension_atr,efficiency,close_location,distance_to_boundary_atr,distance_from_extreme_atr,recent_slope_atr,whole_slope_atr,origin_disagreement_bars,origin_disagreement_hours,symbol,factor,chronological_third
ADAUSDT,1H_FALLBACK,DOWN,2024-01-21 08:00:00,2024-01-22 16:00:00,2024-01-23 04:00:00,2024-01-23 08:00:00,2024-01-22 12:00:00,0.5204,1,1,1,1,0,1,1.427714,-0.626696,0.44,0.696843,0.666667,8,4,1.303977,0.5,1.2,0,,ADA_1238,2024-01-23 08:00:00,CONFIRMED_DIRECTION_CHANGE,2024-01-21 12:00:00,7,24,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,2.1147011308562176,3.279483037156699,0.25476839237057186,0.707386363636364,2.8158319870759243,1.1647819063004812,0.03769520732364029,0.35245018847603626,-1,-4,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-21 08:00:00,2024-01-22 16:00:00,2024-01-23 04:00:00,2024-01-23 08:00:00,2024-01-22 12:00:00,0.5204,1,1,1,1,0,1,1.427714,-0.626696,0.44,0.696843,0.666667,8,4,1.303977,0.5,1.2,0,,ADA_1238,2024-01-23 08:00:00,HYBRID_ORIGIN,2024-01-22 12:00:00,1,0,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,-0.0,0.9612277867528274,0.0,0.34108527131783,0.49757673667205304,0.9612277867528274,0,-0.0,-7,-28,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-22 00:00:00,2024-01-23 08:00:00,2024-01-23 20:00:00,2024-01-24 00:00:00,2024-01-23 04:00:00,0.5063,1,1,1,1,1,1,0.837255,1.414217,0.687273,0.80298,1.0,8,4,0.926254,0.5,1.2,0,,ADA_1242,2024-01-24 00:00:00,FIXED_8,2024-01-22 00:00:00,8,28,VALID,,0,0,0,FIXED_8,1,1.9719626168224293,2.2523364485981303,0.19830827067669182,0.9115044247787609,2.8878504672897165,0.280373831775701,0.20560747663551374,0.28170894526034707,0,0,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-22 00:00:00,2024-01-23 08:00:00,2024-01-23 20:00:00,2024-01-24 00:00:00,2024-01-23 04:00:00,0.5063,1,1,1,1,1,1,0.837255,1.414217,0.687273,0.80298,1.0,8,4,0.926254,0.5,1.2,0,,ADA_1242,2024-01-24 00:00:00,DIRECTION_RUN,2024-01-23 00:00:00,2,4,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.6915887850467302,0.9719626168224312,0.3303571428571432,0.7841726618705037,1.018691588785048,0.280373831775701,0.6915887850467302,0.6915887850467302,-6,-24,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-22 00:00:00,2024-01-23 08:00:00,2024-01-23 20:00:00,2024-01-24 00:00:00,2024-01-23 04:00:00,0.5063,1,1,1,1,1,1,0.837255,1.414217,0.687273,0.80298,1.0,8,4,0.926254,0.5,1.2,0,,ADA_1242,2024-01-24 00:00:00,ATR_ORIGIN,2024-01-22 12:00:00,5,16,VALID,,0,0,0,ATR_1_REACHED,1,1.8785046728971957,2.158878504672897,0.2913043478260868,0.8909090909090909,2.289719626168225,0.280373831775701,0.20560747663551374,0.4696261682242989,-3,-12,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-22 00:00:00,2024-01-23 08:00:00,2024-01-23 20:00:00,2024-01-24 00:00:00,2024-01-23 04:00:00,0.5063,1,1,1,1,1,1,0.837255,1.414217,0.687273,0.80298,1.0,8,4,0.926254,0.5,1.2,0,,ADA_1242,2024-01-24 00:00:00,CONFIRMED_DIRECTION_CHANGE,2024-01-22 16:00:00,4,12,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,0.6168224299065412,0.8971962616822422,0.11764705882352924,0.8828125,2.11214953271028,0.280373831775701,0.20560747663551374,0.20560747663551374,-4,-16,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-22 00:00:00,2024-01-23 08:00:00,2024-01-23 20:00:00,2024-01-24 00:00:00,2024-01-23 04:00:00,0.5063,1,1,1,1,1,1,0.837255,1.414217,0.687273,0.80298,1.0,8,4,0.926254,0.5,1.2,0,,ADA_1242,2024-01-24 00:00:00,HYBRID_ORIGIN,2024-01-23 00:00:00,2,4,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.6915887850467302,0.9719626168224312,0.3303571428571432,0.7841726618705037,1.018691588785048,0.280373831775701,0.6915887850467302,0.6915887850467302,-6,-24,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-26 00:00:00,2024-01-27 08:00:00,2024-01-27 20:00:00,2024-01-28 00:00:00,2024-01-27 04:00:00,0.463,1,1,1,1,1,1,1.264432,-0.52808,0.555556,0.487687,0.666667,8,4,0.766423,0.5,1.2,0,,ADA_1266,2024-01-28 00:00:00,FIXED_8,2024-01-26 00:00:00,8,28,VALID,,0,0,0,FIXED_8,1,1.086567164179107,2.2044776119403,0.15294117647058864,0.6094890510948907,1.744776119402985,1.1179104477611932,-0.10796019900497487,0.15522388059701528,0,0,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-26 00:00:00,2024-01-27 08:00:00,2024-01-27 20:00:00,2024-01-28 00:00:00,2024-01-27 04:00:00,0.463,1,1,1,1,1,1,1.264432,-0.52808,0.555556,0.487687,0.666667,8,4,0.766423,0.5,1.2,0,,ADA_1266,2024-01-28 00:00:00,DIRECTION_RUN,2024-01-27 04:00:00,1,0,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.0,0.8567164179104465,0.0,0.1632653061224484,0.16716417910447667,0.8567164179104465,0,0.0,-7,-28,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-26 00:00:00,2024-01-27 08:00:00,2024-01-27 20:00:00,2024-01-28 00:00:00,2024-01-27 04:00:00,0.463,1,1,1,1,1,1,1.264432,-0.52808,0.555556,0.487687,0.666667,8,4,0.766423,0.5,1.2,0,,ADA_1266,2024-01-28 00:00:00,ATR_ORIGIN,2024-01-26 04:00:00,7,24,VALID,,0,0,0,ATR_1_REACHED,1,1.243283582089555,2.3611940298507483,0.19966442953020175,0.5327510917030568,1.274626865671641,1.1179104477611932,-0.10796019900497487,0.20721393034825916,-1,-4,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-26 00:00:00,2024-01-27 08:00:00,2024-01-27 20:00:00,2024-01-28 00:00:00,2024-01-27 04:00:00,0.463,1,1,1,1,1,1,1.264432,-0.52808,0.555556,0.487687,0.666667,8,4,0.766423,0.5,1.2,0,,ADA_1266,2024-01-28 00:00:00,CONFIRMED_DIRECTION_CHANGE,2024-01-26 20:00:00,3,8,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,-0.5432835820895506,0.34477611940298786,0.2626262626262612,0.1584158415841575,0.16716417910447667,0.8880597014925384,-0.2716417910447753,-0.2716417910447753,-5,-20,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-26 00:00:00,2024-01-27 08:00:00,2024-01-27 20:00:00,2024-01-28 00:00:00,2024-01-27 04:00:00,0.463,1,1,1,1,1,1,1.264432,-0.52808,0.555556,0.487687,0.666667,8,4,0.766423,0.5,1.2,0,,ADA_1266,2024-01-28 00:00:00,HYBRID_ORIGIN,2024-01-27 04:00:00,1,0,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.0,0.8567164179104465,0.0,0.1632653061224484,0.16716417910447667,0.8567164179104465,0,0.0,-7,-28,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-27 12:00:00,2024-01-28 20:00:00,2024-01-29 08:00:00,2024-01-29 12:00:00,2024-01-28 16:00:00,0.4814,1,1,1,1,0,1,1.176672,0.301724,0.226415,0.667418,0.666667,8,4,0.760417,0.5,1.2,0,,ADA_1275,2024-01-29 12:00:00,FIXED_8,2024-01-27 12:00:00,8,28,VALID,,0,0,0,FIXED_8,1,0.10447761194030127,1.9850746268656732,0.012678288431062138,0.2500000000000007,0.6268656716417931,1.880597014925372,-0.28731343283582006,0.014925373134328752,0,0,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-27 12:00:00,2024-01-28 20:00:00,2024-01-29 08:00:00,2024-01-29 12:00:00,2024-01-28 16:00:00,0.4814,1,1,1,1,0,1,1.176672,0.301724,0.226415,0.667418,0.666667,8,4,0.760417,0.5,1.2,0,,ADA_1275,2024-01-29 12:00:00,DIRECTION_RUN,2024-01-28 16:00:00,1,0,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.0,1.0708955223880554,0.0,0.2115384615384645,0.28731343283582483,1.0708955223880554,0,0.0,-7,-28,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-27 12:00:00,2024-01-28 20:00:00,2024-01-29 08:00:00,2024-01-29 12:00:00,2024-01-28 16:00:00,0.4814,1,1,1,1,0,1,1.176672,0.301724,0.226415,0.667418,0.666667,8,4,0.760417,0.5,1.2,0,,ADA_1275,2024-01-29 12:00:00,ATR_ORIGIN,2024-01-26 04:00:00,16,60,VALID,,0,0,0,ATR_1_REACHED,1,2.402985074626864,4.283582089552236,0.1420849420849421,0.5649546827794557,2.4421641791044713,1.880597014925372,-0.28731343283582006,0.16019900497512427,8,32,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-27 12:00:00,2024-01-28 20:00:00,2024-01-29 08:00:00,2024-01-29 12:00:00,2024-01-28 16:00:00,0.4814,1,1,1,1,0,1,1.176672,0.301724,0.226415,0.667418,0.666667,8,4,0.760417,0.5,1.2,0,,ADA_1275,2024-01-29 12:00:00,CONFIRMED_DIRECTION_CHANGE,2024-01-27 08:00:00,9,32,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,0.5876865671641783,2.4682835820895503,0.06437768240343336,0.4285714285714289,1.4104477611940307,1.880597014925372,-0.28731343283582006,0.07346082089552229,1,4,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-27 12:00:00,2024-01-28 20:00:00,2024-01-29 08:00:00,2024-01-29 12:00:00,2024-01-28 16:00:00,0.4814,1,1,1,1,0,1,1.176672,0.301724,0.226415,0.667418,0.666667,8,4,0.760417,0.5,1.2,0,,ADA_1275,2024-01-29 12:00:00,HYBRID_ORIGIN,2024-01-28 16:00:00,1,0,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.0,1.0708955223880554,0.0,0.2115384615384645,0.28731343283582483,1.0708955223880554,0,0.0,-7,-28,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-27 16:00:00,2024-01-29 00:00:00,2024-01-29 12:00:00,2024-01-29 16:00:00,2024-01-28 20:00:00,0.483,1,1,1,1,0,1,2.32656,-0.45292,0.22619,0.555364,0.333333,8,4,2.329545,0.5,1.2,0,,ADA_1276,2024-01-29 16:00:00,FIXED_8,2024-01-27 16:00:00,8,28,VALID,,0,0,0,FIXED_8,1,0.30009319664492334,1.6439888164026133,0.034328358208955495,0.4147727272727275,0.9524697110904025,1.3438956197576901,-0.22615719167443182,0.04287045666356047,0,0,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-27 16:00:00,2024-01-29 00:00:00,2024-01-29 12:00:00,2024-01-29 16:00:00,2024-01-28 20:00:00,0.483,1,1,1,1,0,1,2.32656,-0.45292,0.22619,0.555364,0.333333,8,4,2.329545,0.5,1.2,0,,ADA_1276,2024-01-29 16:00:00,DIRECTION_RUN,2024-01-28 16:00:00,2,4,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.5349487418452915,1.069897483690583,0.21243523316062093,0.6272727272727283,0.9002795899347628,0.5349487418452915,0.5349487418452915,0.5349487418452915,-6,-24,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-27 16:00:00,2024-01-29 00:00:00,2024-01-29 12:00:00,2024-01-29 16:00:00,2024-01-28 20:00:00,0.483,1,1,1,1,0,1,2.32656,-0.45292,0.22619,0.555364,0.333333,8,4,2.329545,0.5,1.2,0,,ADA_1276,2024-01-29 16:00:00,ATR_ORIGIN,2024-01-27 08:00:00,10,36,VALID,,0,0,0,ATR_1_REACHED,1,1.1220876048462227,2.465983224603913,0.10913705583756313,0.591269841269841,1.9440820130475294,1.3438956197576901,-0.22615719167443182,0.12467640053846919,2,8,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-27 16:00:00,2024-01-29 00:00:00,2024-01-29 12:00:00,2024-01-29 16:00:00,2024-01-28 20:00:00,0.483,1,1,1,1,0,1,2.32656,-0.45292,0.22619,0.555364,0.333333,8,4,2.329545,0.5,1.2,0,,ADA_1276,2024-01-29 16:00:00,CONFIRMED_DIRECTION_CHANGE,2024-01-27 08:00:00,10,36,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,1.1220876048462227,2.465983224603913,0.10913705583756313,0.591269841269841,1.9440820130475294,1.3438956197576901,-0.22615719167443182,0.12467640053846919,2,8,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,UP,2024-01-27 16:00:00,2024-01-29 00:00:00,2024-01-29 12:00:00,2024-01-29 16:00:00,2024-01-28 20:00:00,0.483,1,1,1,1,0,1,2.32656,-0.45292,0.22619,0.555364,0.333333,8,4,2.329545,0.5,1.2,0,,ADA_1276,2024-01-29 16:00:00,HYBRID_ORIGIN,2024-01-28 16:00:00,2,4,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.5349487418452915,1.069897483690583,0.21243523316062093,0.6272727272727283,0.9002795899347628,0.5349487418452915,0.5349487418452915,0.5349487418452915,-6,-24,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-29 20:00:00,2024-01-31 04:00:00,2024-01-31 16:00:00,2024-01-31 20:00:00,2024-01-31 00:00:00,0.5367,1,1,1,1,1,1,1.125821,-0.024944,0.014493,0.454009,0.666667,8,4,0.871383,0.5,1.2,0,,ADA_1289,2024-01-31 20:00:00,FIXED_8,2024-01-29 20:00:00,8,28,VALID,,0,0,0,FIXED_8,1,1.1849529780564332,1.7905956112852657,0.15938606847697878,0.7781350482315136,2.1241379310344843,0.6056426332288324,0.277951933124349,0.16927899686520476,0,0,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-29 20:00:00,2024-01-31 04:00:00,2024-01-31 16:00:00,2024-01-31 20:00:00,2024-01-31 00:00:00,0.5367,1,1,1,1,1,1,1.125821,-0.024944,0.014493,0.454009,0.666667,8,4,0.871383,0.5,1.2,0,,ADA_1289,2024-01-31 20:00:00,DIRECTION_RUN,2024-01-30 08:00:00,5,16,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,1.5360501567398195,2.1416927899686518,0.30755711775044087,0.7335907335907365,1.6677115987460844,0.6056426332288324,0.277951933124349,0.38401253918495487,-3,-12,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-29 20:00:00,2024-01-31 04:00:00,2024-01-31 16:00:00,2024-01-31 20:00:00,2024-01-31 00:00:00,0.5367,1,1,1,1,1,1,1.125821,-0.024944,0.014493,0.454009,0.666667,8,4,0.871383,0.5,1.2,0,,ADA_1289,2024-01-31 20:00:00,ATR_ORIGIN,2024-01-30 08:00:00,5,16,VALID,,0,0,0,ATR_1_REACHED,1,1.5360501567398195,2.1416927899686518,0.30755711775044087,0.7335907335907365,1.6677115987460844,0.6056426332288324,0.277951933124349,0.38401253918495487,-3,-12,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-29 20:00:00,2024-01-31 04:00:00,2024-01-31 16:00:00,2024-01-31 20:00:00,2024-01-31 00:00:00,0.5367,1,1,1,1,1,1,1.125821,-0.024944,0.014493,0.454009,0.666667,8,4,0.871383,0.5,1.2,0,,ADA_1289,2024-01-31 20:00:00,CONFIRMED_DIRECTION_CHANGE,2024-01-30 12:00:00,4,12,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,0.8338557993730471,1.4394984326018794,0.18164435946462834,0.7335907335907365,1.6677115987460844,0.6056426332288324,0.277951933124349,0.277951933124349,-4,-16,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-29 20:00:00,2024-01-31 04:00:00,2024-01-31 16:00:00,2024-01-31 20:00:00,2024-01-31 00:00:00,0.5367,1,1,1,1,1,1,1.125821,-0.024944,0.014493,0.454009,0.666667,8,4,0.871383,0.5,1.2,0,,ADA_1289,2024-01-31 20:00:00,HYBRID_ORIGIN,2024-01-30 08:00:00,5,16,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,1.5360501567398195,2.1416927899686518,0.30755711775044087,0.7335907335907365,1.6677115987460844,0.6056426332288324,0.277951933124349,0.38401253918495487,-3,-12,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-31 16:00:00,2024-02-02 00:00:00,2024-02-02 12:00:00,2024-02-02 16:00:00,2024-02-01 20:00:00,0.5203,1,1,1,1,0,1,0.601885,0.933109,0.948718,0.74135,0.333333,8,4,0.588406,0.5,1.2,0,,ADA_1300,2024-02-02 16:00:00,FIXED_8,2024-01-31 16:00:00,8,28,VALID,,0,0,0,FIXED_8,1,0.3727810650887529,2.195266272189345,0.04596527068437129,0.36231884057970914,1.0355029585798774,1.8224852071005924,-0.5246548323471403,0.05325443786982185,0,0,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-31 16:00:00,2024-02-02 00:00:00,2024-02-02 12:00:00,2024-02-02 16:00:00,2024-02-01 20:00:00,0.5203,1,1,1,1,0,1,0.601885,0.933109,0.948718,0.74135,0.333333,8,4,0.588406,0.5,1.2,0,,ADA_1300,2024-02-02 16:00:00,DIRECTION_RUN,2024-02-01 20:00:00,1,0,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,-0.0,0.7952662721893531,0.0,0.0588235294117583,0.049704142011828815,0.7952662721893531,0,-0.0,-7,-28,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-31 16:00:00,2024-02-02 00:00:00,2024-02-02 12:00:00,2024-02-02 16:00:00,2024-02-01 20:00:00,0.5203,1,1,1,1,0,1,0.601885,0.933109,0.948718,0.74135,0.333333,8,4,0.588406,0.5,1.2,0,,ADA_1300,2024-02-02 16:00:00,ATR_ORIGIN,2024-01-30 16:00:00,14,52,VALID,,0,0,0,ATR_1_REACHED,1,1.0520710059171536,2.8745562130177458,0.0751479289940824,0.4954128440366965,1.7893491124260306,1.8224852071005924,-0.5246548323471403,0.08092853891670412,6,24,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-31 16:00:00,2024-02-02 00:00:00,2024-02-02 12:00:00,2024-02-02 16:00:00,2024-02-01 20:00:00,0.5203,1,1,1,1,0,1,0.601885,0.933109,0.948718,0.74135,0.333333,8,4,0.588406,0.5,1.2,0,,ADA_1300,2024-02-02 16:00:00,CONFIRMED_DIRECTION_CHANGE,2024-01-31 20:00:00,7,24,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,-0.8449704142011865,0.9775147928994058,0.12303980699638173,0.19413919413919314,0.4390532544378672,1.8224852071005924,-0.5246548323471403,-0.14082840236686442,-1,-4,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-31 16:00:00,2024-02-02 00:00:00,2024-02-02 12:00:00,2024-02-02 16:00:00,2024-02-01 20:00:00,0.5203,1,1,1,1,0,1,0.601885,0.933109,0.948718,0.74135,0.333333,8,4,0.588406,0.5,1.2,0,,ADA_1300,2024-02-02 16:00:00,HYBRID_ORIGIN,2024-02-01 20:00:00,1,0,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,-0.0,0.7952662721893531,0.0,0.0588235294117583,0.049704142011828815,0.7952662721893531,0,-0.0,-7,-28,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-02-02 20:00:00,2024-02-04 04:00:00,2024-02-04 16:00:00,2024-02-04 20:00:00,2024-02-04 00:00:00,0.5257,1,1,1,1,0,1,0.847706,-0.46334,0.393939,0.677377,0.333333,8,4,0.965909,0.5,1.2,0,,ADA_1313,2024-02-04 20:00:00,FIXED_8,2024-02-02 20:00:00,8,28,VALID,,0,0,0,FIXED_8,1,0.4815999999999967,0.7279999999999944,0.07465277777777729,0.8750000000000008,1.7247999999999966,0.24639999999999773,0.21653333333333435,0.06879999999999953,0,0,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-02-02 20:00:00,2024-02-04 04:00:00,2024-02-04 16:00:00,2024-02-04 20:00:00,2024-02-04 00:00:00,0.5257,1,1,1,1,0,1,0.847706,-0.46334,0.393939,0.677377,0.333333,8,4,0.965909,0.5,1.2,0,,ADA_1313,2024-02-04 20:00:00,DIRECTION_RUN,2024-02-03 16:00:00,3,8,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.840000000000007,1.075200000000006,0.4716981132075536,0.8141592920353987,1.0303999999999984,0.23519999999999897,0.4200000000000035,0.4200000000000035,-5,-20,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-02-02 20:00:00,2024-02-04 04:00:00,2024-02-04 16:00:00,2024-02-04 20:00:00,2024-02-04 00:00:00,0.5257,1,1,1,1,0,1,0.847706,-0.46334,0.393939,0.677377,0.333333,8,4,0.965909,0.5,1.2,0,,ADA_1313,2024-02-04 20:00:00,ATR_ORIGIN,2024-02-03 08:00:00,5,16,VALID,,0,0,0,ATR_1_REACHED,1,1.2768000000000086,1.5120000000000076,0.30978260869565566,0.8800000000000002,1.7247999999999966,0.23519999999999897,0.21653333333333435,0.31920000000000215,-3,-12,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-02-02 20:00:00,2024-02-04 04:00:00,2024-02-04 16:00:00,2024-02-04 20:00:00,2024-02-04 00:00:00,0.5257,1,1,1,1,0,1,0.847706,-0.46334,0.393939,0.677377,0.333333,8,4,0.965909,0.5,1.2,0,,ADA_1313,2024-02-04 20:00:00,CONFIRMED_DIRECTION_CHANGE,2024-02-02 12:00:00,10,36,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,0.8512000000000057,1.2880000000000074,0.09080047789725271,0.7979274611398954,1.7247999999999966,0.43680000000000163,0.21653333333333435,0.09457777777777843,2,8,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-02-02 20:00:00,2024-02-04 04:00:00,2024-02-04 16:00:00,2024-02-04 20:00:00,2024-02-04 00:00:00,0.5257,1,1,1,1,0,1,0.847706,-0.46334,0.393939,0.677377,0.333333,8,4,0.965909,0.5,1.2,0,,ADA_1313,2024-02-04 20:00:00,HYBRID_ORIGIN,2024-02-03 16:00:00,3,8,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.840000000000007,1.075200000000006,0.4716981132075536,0.8141592920353987,1.0303999999999984,0.23519999999999897,0.4200000000000035,0.4200000000000035,-5,-20,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-02-03 12:00:00,2024-02-04 20:00:00,2024-02-05 08:00:00,2024-02-05 12:00:00,2024-02-04 16:00:00,0.5241,1,1,1,1,1,1,1.092559,1.371269,1.0,0.425575,0.333333,8,4,0.665428,0.5,1.2,0,,ADA_1317,2024-02-05 12:00:00,FIXED_8,2024-02-03 12:00:00,8,28,VALID,,0,0,0,FIXED_8,1,2.0107047279214973,2.3603925066904563,0.28495575221238945,0.8959107806691442,3.0098126672613725,0.34968777876895907,0.1623550401427302,0.2872435325602139,0,0,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-02-03 12:00:00,2024-02-04 20:00:00,2024-02-05 08:00:00,2024-02-05 12:00:00,2024-02-04 16:00:00,0.5241,1,1,1,1,1,1,1.092559,1.371269,1.0,0.425575,0.333333,8,4,0.665428,0.5,1.2,0,,ADA_1317,2024-02-05 12:00:00,DIRECTION_RUN,2024-02-04 08:00:00,3,8,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.8617305976806438,1.2114183764496027,0.3538461538461534,0.7606837606837594,1.1115075825156124,0.34968777876895907,0.4308652988403219,0.4308652988403219,-5,-20,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-02-03 12:00:00,2024-02-04 20:00:00,2024-02-05 08:00:00,2024-02-05 12:00:00,2024-02-04 16:00:00,0.5241,1,1,1,1,1,1,1.092559,1.371269,1.0,0.425575,0.333333,8,4,0.665428,0.5,1.2,0,,ADA_1317,2024-02-05 12:00:00,ATR_ORIGIN,2024-02-04 00:00:00,5,16,VALID,,0,0,0,ATR_1_REACHED,1,1.286351471900085,1.6360392506690442,0.31595092024539734,0.8181818181818162,1.573595004460295,0.34968777876895907,0.1623550401427302,0.32158786797502126,-3,-12,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-02-03 12:00:00,2024-02-04 20:00:00,2024-02-05 08:00:00,2024-02-05 12:00:00,2024-02-04 16:00:00,0.5241,1,1,1,1,1,1,1.092559,1.371269,1.0,0.425575,0.333333,8,4,0.665428,0.5,1.2,0,,ADA_1317,2024-02-05 12:00:00,CONFIRMED_DIRECTION_CHANGE,2024-02-03 20:00:00,6,20,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,1.548617305976801,1.89830508474576,0.32041343669250505,0.8640776699029118,2.223015165031225,0.34968777876895907,0.1623550401427302,0.3097234611953602,-2,-8,ADAUSDT,1.2,1
ADAUSDT,1H_FALLBACK,DOWN,2024-02-03 12:00:00,2024-02-04 20:00:00,2024-02-05 08:00:00,2024-02-05 12:00:00,2024-02-04 16:00:00,0.5241,1,1,1,1,1,1,1.092559,1.371269,1.0,0.425575,0.333333,8,4,0.665428,0.5,1.2,0,,ADA_1317,2024-02-05 12:00:00,HYBRID_ORIGIN,2024-02-04 08:00:00,3,8,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.8617305976806438,1.2114183764496027,0.3538461538461534,0.7606837606837594,1.1115075825156124,0.34968777876895907,0.4308652988403219,0.4308652988403219,-5,-20,ADAUSDT,1.2,1
